1716;7308;79;;So Selvaria, you report that the strength of our&opponent now matches our own. ;Quindi Selvaria, tu riferisci che la forza del nostro&avversario ora > pari alla nostra.;
1732;7392;100;;In that case, let the fire of destruction rain down&upon them. Use the final flame of the Valkyria. ;In tal caso, lascia che il fuoco della distruzione piova&su di loro. Usa la fiamma finale della Valkyria.;
1748;7500;7;;But...!;Ma...!;
1764;7512;13;;Your Grace...;Vostra Grazia...;
1780;7532;63;;The hour of your death shall mark the&inauguration of Our rule.;L'ora della tua morte segner= l'inaugurazione del Nostro&governo.;
1796;7600;20;;Farewell, Selvaria. ;Addio, Selvaria.;
1812;7628;55;;Can't say I'm impressed, Your Grace.&Making a lady cry?;Non posso dire di essere impressionato, Vostra Grazia. Far&piangere una signora?;
1828;7688;82;;This is simply one of a number of scenarios&We'd planned for since before Naggiar.;Questo > solo uno dei tanti scenari che avevamo&pianificato fin da prima di Naggiar.;
1844;7776;90;;If her prowess as a Valkyria is insufficient,&Selvaria's uses quickly narrow to one alone.;Se la sua abilit= come Valkyria non > sufficiente, gli&utilizzi di Selvaria si riducono rapidamente a una sola.;
1860;7872;6;;......;......;
1876;7884;7;;Hmph...;Mmmh...;
1892;7896;71;;Anyway, there's a messenger here for you&straight from Castle Randgriz.;Comunque, c'> un messaggero per te, direttamente dal&Castello di Randgriz.;
1908;7972;69;;So there is. Let him wait. &I have no time for simple messengers now.;Quindi c'>. Lascialo aspettare. E non ho piu' tempo per&semplici messaggeri ora.;
1924;8048;83;;We are set to commence Operation Steel Scythe.&Jaeger, prepare to return back east.;Siamo pronti a dare il via all'Operazione Falce d'Acciaio.&Jaeger, preparatevi a tornare verso est.;
1940;8136;44;;What?! Then it's...&The Marmota's finished?!;Cosa?! Allora >...&La Marmota > finita?!;
1956;8188;57;;It is.&Word has come that it has completed its trial run.;Si, > vero. Ci > giunta notizia che la sua fase di prova >&stata completata.;
1972;8252;71;;The Gallians are hasty to assume victory.&We shall see them gutted yet.;I Galli hanno fretta di presumere la vittoria. E li&vedremo presto distrutti.;
1988;8328;6;;......;......;
2004;8340;6;;......;......;
2020;8352;13;;...I'm sorry.;...Mi dispiace.;
2036;8372;18;;Is everybody here?;Ci sono tutti?;
2052;8396;26;;No. Still no Alicia, boss.;No. Ancora niente Alicia, capo.;
2068;8428;27;;Right...&Well, let's start.;Giusto...e bene, cominciamo.;
2084;8460;74;;I already heard from another squad.&We're prepping some tracks for a bomb?;Ho gi= sentito un'altra squadra. Stiamo preparando delle&piste per una bomba?;
2100;8540;63;;That's right. It's a rough one,&but this is a critical mission.;Esatto. E' dura, ma questa > una missione critica.;
2116;8608;75;;Eh, this is the militia.&We're used to gettin' all the bum missions by now.;Eh, questa > la milizia. Ormai siamo abituati a ricevere&tutte le missioni inutili.;
2132;8688;62;;With that settled, there's one question I&gotta ask you, boss.;Chiarito questo, c'> una domanda che devo farti, capo.;
2148;8756;73;;Alicia's Valkyria powers and all...&You plan to use those this time, too?;I poteri Valkyria di Alicia e tutto il resto...e hai&intenzione di usarli anche questa volta?;
2164;8836;29;;No, Largo. Of course I don't.;No, Largo. Certo che no.;
2180;8872;81;;I have faith in your natural abilities.&Who needs Valkyrur when I've got you all?;Ho fiducia nelle vostre capacit= naturali. Chi ha bisogno&di Valkyrur quando ho tutti voi?;
2196;8960;47;;Good answer.&I'd expect no less from you, boss.;Ottima risposta. Non mi aspettavo di meno da te, capo.;
2212;9012;75;;We're ready for anything out there. &After all, this could very well be it.;Siamo pronti a tutto. E dopotutto, potrebbe essere proprio&questa la situazione.;
2228;9092;80;;Yeah, we're fine. You go be with Alicia, boss.&She needs you real bad right now.;Si, stiamo bene. Vai con Alicia, capo. Ha davvero bisogno&di te in questo momento.;
2244;9180;45;;...All right.&You all know what you're doing.;...Va bene. Sapete tutti cosa state facendo.;
2260;9232;54;;But does he?&This is a tough one, even for nature boy.;Ma lo fa davvero? Questa > una domanda difficile, perfino&per un ragazzo che ama la natura.;
2276;9292;71;;Havin' Alicia and the boss mopin' around is&a drag for the whole squad.;Avere Alicia e il capo che si lamentano in giro > una&seccatura per tutta la squadra.;
2292;9368;67;;I hope for everyone's sake they can pull outta&this funk real soon.;Spero per il bene di tutti che riescano a uscire da questa&situazione difficile il piu' presto possibile.;
2308;9440;33;;Alicia, there you are. What's up?;Alicia, eccoti qui. Che succede?;
2324;9480;6;;......;......;
2340;9492;34;;Look at this Welkin. Guess what...;Guarda questo Welkin. Indovina un po'...;
2356;9532;59;;I found some lion's paw growing while I was out on my walk.;Mentre ero fuori a passeggiare, ho trovato una zampa di&leone che cresceva.;
2372;9596;24;;There we go. Very sharp!;Ecco qua. Molto nitido!;
2388;9628;38;;Makes you look like a real gentleman. ;Ti fa sembrare un vero gentiluomo.;
2404;9672;21;;Uh... Well thank you.;Uh... beh, grazie.;
2420;9700;6;;......;......;
2436;9712;9;;Welkin...;Ben...;
2452;9728;38;;They said it was Faldio... Is it true?;Hanno detto che era Faldio... E' vero?;
2468;9772;10;;Afraid so.;Temo di si.;
2484;9788;87;;Then when I... When I walked through camp before,&some of them got down on their knees,;Poi quando io... Quando ho camminato attraverso&l'accampamento prima, alcuni di loro si sono inginocchiati,;
2500;9880;33;;like they were worshipping me... ;come se mi adorassero...;
2516;9920;47;;Praise the Valkyria... The god-child...&They...;Lodate la Valkyria... La figlioccia...&Loro...;
2532;9972;41;;They were begging me to save Gallia. Me. ;Mi imploravano di salvare la Gallia. Me.;
2548;10020;42;;I mean, what am I supposed to say to that?;Voglio dire, cosa dovrei rispondere a questa domanda?;
2564;10068;12;;Alicia, I...;Alicia, io...;
2580;10088;48;;What kind of life can... can I live from now on?;Che tipo di vita potro'... potro' vivere da ora in poi?;
2596;10144;16;;I wish I knew...;Vorrei saperlo...;
2612;10168;50;;Heh. Well, I'm sorry! Guess that was pretty heavy.;Eh. Beh, mi dispiace! Immagino che fosse piuttosto pesante.;
2628;10224;105;;Here we are right before the last battle and&I'm not helping things one little bit. Don't worry about me!;Eccoci qui, proprio prima dell'ultima battaglia e&io non st-& aiutando le cose neanche un po'. Non preoccuparti per me!;
2644;10336;61;;Sergeant Alicia Melchiott, sir,&reporting and ready for duty!;Sergente Alicia Melchiott, signore, a rapporto e pronta&per il servizio!;
2660;10404;54;;My mind is focused on the mission!&See you later boss!;La mia mente > concentrata sulla missione! Ci vediamo&dopo, capo!;
2676;10464;9;;Alicia...;Alicia...;
2692;10480;43;;Great! There's a clear path to the citadel!;Ottimo! C'> un percorso libero per la cittadella!;
2708;10528;84;;Proud warriors of Gallia, I must commend you.&You have breached Ghirlandaio's gates!;Fieri guerrieri della Gallia, devo elogiarvi. Avete&sfondato le porte del Ghirlandaio!;
2724;10620;28;;Look up there! The Valkyria!;Guarda lassu'! La Valkyria!;
2740;10656;54;;We meet again... It looks like fate is toying with us.;Ci incontriamo di nuovo... Sembra che il destino stia&giocando con noi.;
2756;10716;48;;You have already defeated me once as a Valkyria.;Mi hai gi= sconfitto una volta come Valkyria.;
2772;10772;62;;Still, I have come to fight you again.&It's a matter of pride.;Tuttavia, sono tornato per combattere di nuovo con te. E'&una questione di orgoglio.;
2788;10840;16;;But this time...;Ma questa volta...;
2804;10864;27;;I will face you as a woman.;Ti affrontero' come una donna.;
2820;10896;64;;This will be our last time then.&One of us is going to die here!;Allora questa sar= la nostra ultima volta. Uno di noi&morir= qui!;
2836;10968;14;;Now! We fight!;Adesso! Combattiamo!;
2852;10988;32;;You have defeated me, it's over.;Mi hai sconfitto, > finita.;
2868;11028;20;;I need to ask you...;Ho bisogno di chiederti...;
2884;11056;93;;Tell me, how do you live as a Valkyria?&How do you deal with the weight of that all the time?;Dimmi, come vivi da Valkyria? E come fai a sopportare il&peso di tutto questo ogni giorno?;
2900;11156;6;;......;......;
2916;11168;32;;I fought because... I loved him.;Ho combattuto perch<... lo amavo.;
2932;11208;40;;And what drove you to take up the lance?;E cosa ti ha spinto a impugnare la lancia?;
2948;11256;20;;It wasn't voluntary.;Non > stato volontario.;
2964;11284;53;;The truth is, I never became one because I wanted to.;La verit= > che non l'ho mai fatto perch< lo desideravo.;
2980;11344;79;;And even now, I... I still don't know what to do.&It confuses me. It scares me.;E anche adesso, io... non so ancora cosa fare.&Mi&confonde. Mi spaventa.;
2996;11428;61;;I see...&You bear a heavy burden without the aid of purpose. ;Capisco... Porti un fardello pesante senza l'aiuto di uno&scopo.;
3012;11496;61;;So I was defeated...&by a girl without commitment to a cause.;Quindi sono stato sconfitto...da una ragazza senza alcun&impegno per una causa.;
3028;11564;6;;......;......;
3044;11576;29;;Freeze right there war witch!;Fermo li, strega guerriera!;
3060;11612;28;;Hands up! No funny business!;Mani in alto! Niente scherzi!;
3076;11648;5;;Hrgh!;Oddio!;
3092;11660;6;;Gnngh!;Gnngh!;
3108;11672;3;;Ah!;Ah!;
3124;11680;14;;Baah ha ha ha!;Baah ah ah ah!;
3140;11700;40;;We finally bagged a Valkyria, good work!;Alla fine abbiamo catturato una Valkyria, ottimo lavoro!;
3156;11748;8;;General!;Generale!;
3172;11764;52;;There was no call for violence.&She had surrendered!;Non c'era alcun invito alla violenza. Lei si era arresa!;
3188;11824;39;;Watch your mouth! Impertinent peasant. ;Attento a come parli! Contadino impertinente.;
3204;11868;102;;She uses evil magic, she's dangerous! The only way&I'm comfortable with her is when she's unconscious!;Usa la magia malvagia, > pericolosa! L'unico modo in cui&mi sento a mio agio con lei > quando > priva di sensi!;
3220;11976;55;;Please Lord General...&In the name of mercy, I beg you.;Per favore, Lord Generale...e in nome della misericordia,&vi prego.;
3236;12036;31;;Huh? Alright then, out with it.;Cosa? Bene, allora ditelo.;
3252;12072;25;;Do with me what you will.;Fai di me quello che vuoi.;
3268;12104;70;;I ask only one thing.&Spare the lives of the men you've taken captive.;Ti chiedo solo una cosa: risparmia la vita degli uomini&che hai fatto prigionieri.;
3284;12180;61;;Spare them...&and let the militia escort them to their fate. ;Risparmiateli... e lasciate che la milizia li scorti verso&il loro destino.;
3300;12248;66;;Hmph, good idea. Rats escorting rats,&sounds like a perfect match.;Hmph, buona idea. Ratti che scortano ratti, e sembra un&abbinamento perfetto.;
3316;12320;16;;Stand up, witch!;Alzati, strega!;
3332;12344;6;;Ngh...;Adesso...;
3348;12356;102;;I have found the purpose to justify my life.&I don't think there's much chance we'll be meeting again.;Ho trovato lo scopo per giustificare la mia vita.&Non credo che ci siano molte possibilit= che ci incontreremo di nuovo.;
3364;12464;35;;That said, I'll admit I am curious.;Detto questo, ammetto che sono curioso.;
3380;12504;78;;When the time comes to make a choice,&what cause will your life finally serve?;Quando arriver= il momento di fare una scelta, a quale&causa servir= la tua vita?;
3396;12588;9;;Farewell.;Addio.;
3412;12604;109;;Bah ha ha! A glorious victory! Send word to Randgriz&immediately. Tell them that Damon has taken Ghirlandaio!;Bah ha ha! Una vittoria gloriosa! Mandate subito un messagg-&o a Randgriz. Dite loro che Damon ha preso Ghirlandaio!;
3428;12720;70;;Baah ha ha! I could easily get used to this!&It's my throne for a day!;Baah ha ha! Potrei facilmente abituarmi a questo! E' il mio&trono per un giorno!;
3444;12796;78;;General, you look like you belong there,&considering what you've accomplished.;Generale, sembra proprio che tu sia li, considerando&quello che hai realizzato.;
3460;12880;91;;Yes! After dealing the final blow to the Empire,&I proceeded to capture the Valkyria alive.;Si! Dopo aver inferto il colpo finale all'Impero, ho&proceduto a catturare viva la Valkyria.;
3476;12976;49;;Damned if there's more glory to be had than that!;Che diavolo ci sia di piu' glorioso di questo!;
3492;13032;66;;Come to think of it,&that promotion to marshal may not be far off!;A pensarci bene, la promozione a maresciallo potrebbe non&essere lontana!;
3508;13104;6;;......;......;
3524;13116;73;;General... The crew you sent with the prisoners,&when did they all leave?;Generale... L'equipaggio che hai mandato con i&prigionieri, quando sono partiti tutti?;
3540;13196;54;;Well now, let's see... I guess around three hours ago.;Bene, vediamo... credo circa tre ore fa.;
3556;13256;40;;Excellent... That should be enough time.;Ottimo... Dovrebbe essere sufficiente.;
3572;13304;85;;For what?! You're just a bird in a cage now!&A cage from which you will never emerge!;Per cosa?! Ora sei solo un uccello in gabbia! Una gabbia&dalla quale non uscirai mai!;
3588;13396;35;;Have you forgotten yourself witch?!;Ti sei dimenticata di te stessa, strega?!;
3604;13436;43;;You are the one who has forgotten General. ;Sei tu che hai dimenticato il Generale.;
3620;13484;11;;What the...;Che diavolo...;
3636;13500;15;;What is she--?!;Che cosa sta--?!;
3652;13520;42;;Witness the power of the Valkyria's flame.;Ammira il potere della fiamma della Valkyria.;
3668;13568;77;;Fed by the dying embers of her own life,&it blossoms into hell's own inferno.;Alimentata dalle braci morenti della sua stessa vita,&sboccia nell'inferno dell'inferno.;
3684;13652;6;;Eeagh!;Ehi!;
3700;13664;36;;Hey! What are you doing?!&Shoot her!;Ehi! Cosa stai facendo?!&Sparatele!;
3716;13708;12;;You monster!;Sei un mostro!;
3732;13728;4;;Die!;Morire!;
3748;13740;7;;Gwaugh!;Accidenti!;
3764;13752;7;;Nraugh!;Accidenti!;
3780;13764;11;;Gyeeaaargh!;Ciaoooo!;
3796;13780;28;;Lord Maximilian... Farewell.;Lord Maximilian... Addio.;
3812;13816;17;;All glory to you.;Tutta la gloria a te.;
3828;13840;2;;?!;?!;
3844;13848;36;;Scream (blown back by the shockwave);Urlo (respinto dall'onda d'urto);
3860;13892;36;;Scream (blown back by the shockwave);Urlo (respinto dall'onda d'urto);
3876;13936;36;;Scream (blown back by the shockwave);Urlo (respinto dall'onda d'urto);
3892;13980;6;;Waugh!;Uffa!;
3908;13992;4;;Aah!;Ah!;
3924;14004;9;;Nn... Ah!;Nn... Ah!;
3940;14020;15;;The Valkyria...;La Valkyria...;
3956;14040;53;;What the...?!&The whole damn citadel's up and erased!;Che diavolo...?! L'intera dannata cittadella > stata&distrutta e cancellata!;
3972;14100;51;;No way...!&Is this part of a Valkyria's power, too?;Impossibile...! Anche questo fa parte del potere di una&Valkyria?;
3988;14156;45;;The blast claimed all of Gallia's &main army.;L'esplosione distrusse l'intero esercito della Gallia.;
4004;14208;6;;......;......;
4020;14220;48;;Selvaria...&So this is the purpose of your life?;Selvaria...&Quindi questo > lo scopo della tua vita?;
4036;14276;7;;Welkin!;Bentornato!;
4052;14288;17;;Welkin, bad news!;Bene, brutte notizie!;
4068;14312;67;;Calm yourself down, Elle.&What's bigger news than what we just saw?;Calmati, Elle. Quali sono le novit= piu' importanti di&quelle che abbiamo appena visto?;
4084;14384;53;;I just got word from Randgriz,&an emergency dispatch.;Ho appena ricevuto notizie da Randgriz e un messaggio di&emergenza.;
4100;14444;83;;A massive unidentified weapon is barreling&through Kloden en route to Randgriz now!;Un'enorme arma non identificata sta travolgendo Kloden,&diretta verso Randgriz!;
4116;14532;25;;What... Are you serious?!;Cosa... Dici sul serio?!;
