2836;10951;;E Europan Imperial Alliance;;E Alleanza Imperiale Europea
3028;10979;;EC (Europan Calendar);;CE (Calendario Europeo)
3052;11001;;Each year is counted in relation to the;;Ogni anno viene conteggiato in relazione al
5844;11041;;Empire's invasion rather than squaring;;L'invasione dell'Impero piuttosto che la quadratura
3816;11080;;Enacted as a way to enforce the position;;Emanato come un modo per far rispettare la posizione
4276;11121;;Equus;;Equus
2740;11127;;Europa;;Europa
5500;11134;;Europa shortly before EWII, Gallia was;;Europa poco prima dell'EWII, la Gallia era
5092;11173;;Europa that its use began. Since the;;Europa che il suo utilizzo > iniziato. Dal momento che il
3060;11210;;Europa was united as a continent. Years;;L'Europa era unita come continente. Anni
5920;11250;;Europa's first tanks were Imperial in;;I primi carri armati di Europa erano Imperiali in
5720;11288;;Europa's oldest indigenous race, said to;;Si dice che la razza indigena piu' antica d'Europa
3376;11329;;Europa, according to inscriptions found;;Europa, secondo le iscrizioni rinvenute
2868;11369;;Europa, pioneers in machine technology,;;Europa, pionieri nella tecnologia delle macchine,
4320;11409;;Europan broad gauge rails, the entire;;Rotaie a scartamento largo europee, l'intera
3444;11447;;Europans. Inscriptions on the monuments;;Europans. Iscrizioni sui monumenti
1752;11487;;Even R&D work on inventing new weaponry;;Anche R&D lavora per inventare nuovi armamenti
1376;11527;;Exports include dairy and bread made;;Le esportazioni includono latticini e pane realizzati
6004;11564;;Federation Tanks;;Carri armati della Federazione
3228;11581;;Federation land, EWII quickly engulfed;;La terra della Federazione, EWII rapidamente inghiottita
3268;11620;;Federation's border republics in quick;;Le repubbliche di confine della Federazione in breve
2552;11659;;Few areas within Gallia have been the;;Poche aree della Gallia sono state
2672;11697;;Following EWI, it served as a checkpoint;;Dopo l'EWI, fungeva da posto di blocco
2332;11738;;Following the Empire's occupation, the;;Dopo l'occupazione dell'Impero, l'
2260;11777;;Fouzen;;Fouzen
3128;11784;;Friction between Federation and Empire;;Attriti tra Federazione e Impero
1208;11823;;Full of nature and rich in ragnite ore,;;Pieno di natura e ricco di minerale di ragnite,
1212;11863;;Gallia borders the Empire to the east;;La Gallia confina con l'Impero a est
1548;11901;;Gallia enjoys a temperate oceanic;;La Gallia gode di un clima oceanico temperato
1504;11935;;Gallia is naturally fortified against;;La Gallia > naturalmente fortificata contro
1396;11973;;Gallia's History;;La storia della Gallia
1492;11990;;Gallia's Topography;;Topografia della Gallia
1236;12010;;Gallia. The first ruling ancestor of the;;Gallia. Il primo antenato regnante della
4084;12051;;Gallian National Arsenal;;Arsenale Nazionale Galliano
5812;12076;;Gallian Tanks;;Carri armati Galliani
1848;12090;;Gallian capital and the outside world;;Il capitale galliano e il mondo esterno
5860;12128;;Gallian engineers led by Professor;;Ingegneri Galliani guidati dal Professor
5348;12163;;Generally smaller than other porcines,;;Generalmente piu' piccoli degli altri suini,
4476;12202;;Height:     35.8m    Weight:  16200t;;Altezza: 35,8 m Peso: 16200 t
4284;12239;;Height:     5.69m   Weight: 288t;;Altezza: 5,69 m Peso: 288 t
4380;12272;;Height:     8.17m  Weight:  245t;;Altezza: 8,17 m Peso: 245 t
5436;12305;;Height:  3.7m     Weight: 0.46t;;Altezza: 3,7 m Peso: 0,46 t
1520;12337;;Hilly plains cover sixty percent of the;;Le pianure collinari coprono il sessanta per cento del
5744;12377;;"History tells of a ""Darcsen Calamity"" in";;"La storia racconta di una ""Calamit= di Darcsen"" in"
5524;12418;;House Randgriz's Secret;;Il segreto di Casa Randgriz
4308;12442;;Imperial General Gregor personally aided;;Il generale imperiale Gregor aiuto' personalmente
5908;12483;;Imperial Tanks;;Carri armati imperiali
6080;12498;;Imperial force by sheer numbers.;;Forza imperiale in termini numerici.
3172;12531;;Imperial force employed a corps of newly;;La forza imperiale impiegava un corpo di nuovi
2364;12572;;Imperial hunts were held in this Fouzen;;In questo Fouzen si tenevano le cacce imperiali
5836;12612;;In EWI, the Gallian force used light;;Nell'EWI, la forza galliana ha utilizzato la luce
3388;12649;;In addition to unifying the land under;;Oltre ad unificare il territorio sotto
2764;12688;;In ancient times, the Valkyrur managed;;Nei tempi antichi, le Valkyrur riuscirono
4800;12727;;In order to justify their actions, the;;Per giustificare le loro azioni,
5560;12766;;In return, the Valkyrur granted the clan;;In cambio, la Valkyrur concesse al clan
5944;12807;;In the medieval military philosophy of;;Nella filosofia militare medievale di
3928;12846;;In times of peace, Gallia's army is made;;In tempo di pace, l'esercito della Gallia > costituito
5096;12887;;Industrial Revolution, it has become a;;Rivoluzione industriale, > diventata una
4348;12926;;Installed in Fouzen upon its completion,;;Installato a Fouzen al suo completamento,
5456;12967;;Isara's father, Theimer, this bi-winged,;;Il padre di Isara, Theimer, questo bi-alato,
3460;13008;;It has been shown that Valkyrur royalty;;E' stato dimostrato che la regalit= di Valkyrur
5056;13048;;It luminesces a characteristic blue hue;;Illumina una caratteristica tonalit= blu
4420;13088;;It represents the enhanced version of an;;Rappresenta la versione migliorata di un
3432;13129;;It uses a set of characters comprised of;;Utilizza un set di caratteri composto da
3284;13170;;It wasn't long before the forces of both;;Non passo' molto tempo prima che le forze di entrambi
1652;13211;;Its single magnificent tower has been;;La sua magnifica torre unica > stata
3992;13249;;Led by the Emperor, the Empire's;;Guidato dall'Imperatore, l'Impero
4664;13282;;Legends of the War of the Valkyrur and a;;Leggende della Guerra dei Valkyrur e un
4280;13323;;Length:       39m   Width: 4.25m;;Lunghezza: 39m Larghezza: 4,25m
4472;13356;;Length:    142.5m    Width:    35.2m;;Lunghezza: 142,5 m Larghezza: 35,2 m
4376;13393;;Length:    20.11m  Width: 10.03m;;Lunghezza: 20,11 m Larghezza: 10,03 m
5432;13426;;Length: 11.6m     Width:  12.5m;;Lunghezza: 11,6 m Larghezza: 12,5 m
5236;13458;;Lion's Paw;;Zampa di leone
3648;13469;;Major practices for celebrating the day;;Principali pratiche per celebrare la giornata
4468;13509;;Marmota;;Marmotta
2648;13517;;Massive and stalwart, this fortress sits;;Massiccia e robusta, questa fortezza si trova
4432;13558;;Maximilian, the body was reinforced and;;Maximilian, il corpo fu rinforzato e
4412;13598;;Maximilian, the leader of the Imperial;;Maximilian, il capo dell'Impero
1684;13637;;Military Headquarters;;Quartier generale militare
1328;13659;;"Mills"" built from an old castle tower in";;"""Mulini"" costruiti da una vecchia torre del castello in"
5068;13700;;Mined primarily in mountainous regions,;;Estratto principalmente nelle regioni montuose,
5208;13740;;New properties and applications for the;;Nuove propriet= e applicazioni per l'
3960;13780;;Officers from the Gallian Army are;;Gli ufficiali dell'esercito gallico sono
3412;13815;;Old Northern Script;;Antica scrittura nordica
3800;13835;;One of Gallia's national precepts states;;Uno dei precetti nazionali della Gallia afferma
2456;13876;;One of several stretches of open shore;;Uno dei tanti tratti di costa aperta
4020;13915;;Operating under a code of conduct with;;Operare secondo un codice di condotta con
4232;13954;;Originally used to cross trenches and as;;Originariamente utilizzato per attraversare le trincee e come
6008;13995;;Partially due to barren arsenals and a;;In parte a causa degli arsenali sterili e di un
1896;14034;;Poor roads, violent peaks and valleys,;;Strade dissestate, picchi e valli violenti,
2952;14073;;Popular uprisings spurred on by the late;;Le rivolte popolari fomentate dalla fine
5332;14114;;Porcavians;;Porcavians
4388;14125;;Power: 1200hp/2400rpm;;Potenza: 1200 CV/2400 giri/min
4484;14147;;Power: 208000hp;;Potenza: 208000hp
5444;14163;;Power: 50hp/2200rpm x2;;Potenza: 50 CV/2200 giri/min x2
4292;14186;;Power: 980hp/1400rpm;;Potenza: 980 CV/1400 giri/min
4132;14207;;Professor Theimer, creator of the tank;;Il professor Theimer, creatore del carro armato
5044;14246;;Ragnite;;Ragnite
5592;14254;;Randgriz was buried even more thoroughly;;Randgriz fu seppellito ancora piu' a fondo
1232;14295;;Randgriz, the hereditary sovereigns of;;Randgriz, i sovrani ereditari di
5776;14334;;Recent use of Darcsen labor to mine and;;Utilizzo recente della manodopera Darcsen per l'estrazione mineraria e
5160;14374;;Refined into liquid ragnoline, it can;;Raffinato in ragnolina liquida, puo'
3840;14412;;Schools of each level offer mandatory;;Le scuole di ogni livello offrono corsi obbligatori
5648;14450;;Sea, much of their historical origin;;Mare, gran parte della loro origine storica
4104;14487;;Seeing the production of arms as a part;;Considerare la produzione di armi come una parte
4568;14527;;Some Europans hold the Valkyrur as the;;Alcuni europei ritengono che il Valkyrur sia il
3296;14566;;Soon, all of Europa was caught up in a;;Presto, tutta Europa fu coinvolta in un
1456;14605;;Stretched thin between multiple fronts,;;Allungato sottile tra piu' fronti,
4180;14645;;Tanks;;Serbatoi
4708;14651;;That said, the bloodline is believed to;;Detto questo, si ritiene che la linea di sangue sia
1972;14691;;The Barious Desert;;Il deserto di Barious
2232;14710;;The Barious Temple served to disseminate;;Il Tempio di Barious serviva a diffondere
5428;14751;;"The Biplane ""ISARA""";;"Il biplano ""ISARA"""
1588;14771;;The Capital City Randgriz;;La capitale Randgriz
2644;14797;;The Citadel at Ghirlandaio;;La Cittadella del Ghirlandaio
3508;14824;;The Darcsen Hunts;;Le cacce di Darcsen
2468;14842;;The Empire turned the sheer cliffs that;;L'Impero trasformo' le ripide scogliere che
3604;14882;;The Feast of All Spirits;;La festa di tutti gli spiriti
3124;14907;;The First Europan War;;La prima guerra europea
3892;14929;;The Gallian Army;;L'esercito gallico
1688;14946;;The Gallian Army's central base stands;;Si trova la base centrale dell'esercito galliano
1780;14985;;The Great Vasel Bridge;;Il grande ponte Vasel
3988;15008;;The Imperial Army;;L'esercito imperiale
4040;15026;;The Imperial army was the first to;;L'esercito imperiale fu il primo a
3144;15061;;The Industrial Revolution of the 18th;;La rivoluzione industriale del XVIII secolo
2856;15099;;The Industrial Revolution that occurred;;La rivoluzione industriale che si > verificata
1876;15139;;The Kloden Wildwood;;La foresta selvaggia di Kloden
4852;15159;;The Lance and Shield;;La lancia e lo scudo
2452;15180;;The Marberry Shore;;La riva di Marberry
2548;15199;;The Naggiar Plains;;Le pianure di Naggiar
1204;15218;;The Principality of Gallia;;Il Principato di Gallia
3220;15245;;The Second Europan War;;La seconda guerra europea
5620;15268;;The Valkyrur;;La Valkyrur
3316;15281;;The War of the Valkyrur;;La guerra delle Valkyrur
4596;15305;;The Yggdist faith arose at the start of;;La fede Yggdist nacque all'inizio di
3480;15345;;The ancient Darcsens were also thought;;Si pensava che anche gli antichi Darcsen
4760;15384;;The ancient Valkyrur invaded Europa from;;L'antica Valkyrur invase Europa da
3320;15425;;The ancient Valkyrur united the Europan;;L'antica Valkyrur uni gli Europani
1800;15465;;The bridge has its origins in the late;;Il ponte ha le sue origini alla fine
1592;15504;;The capital of Gallia since its days as;;Capitale della Gallia fin dai suoi giorni come
2280;15544;;The city is divided between an upper and;;La citt= > divisa tra una parte alta e una
1836;15585;;The city of Vasel grew out from either;;La citt= di Vasel > cresciuta da entrambi
1608;15624;;The city takes its name from the ancient;;La citt= prende il nome dall'antica
2296;15665;;The city's layout allows for ragnite ore;;La conformazione della citt= consente l'estrazione del minerale di ragnite
4692;15706;;The generally held view of this race is;;La visione generalmente condivisa di questa gara >
3728;15746;;The human-shaped dolls, made of thatched;;Le bambole a forma umana, fatte di paglia
3568;15787;;The increased need for labor brought on;;L'aumento della necessit= di manodopera ha portato
2188;15827;;The interior takes the form of a massive;;L'interno ha la forma di un massiccio
2088;15868;;The main temple, said to have been built;;Si dice che il tempio principale sia stato costruito
2964;15909;;The nascent Empire, formed to the east,;;L'Impero nascente, formatosi ad est,
1400;15949;;The nation was formally born in the 3rd;;La nazione nacque formalmente nel 3
1276;15989;;The official currency is the ducat, and;;La moneta ufficiale > il ducato, e
5528;16029;;The original ancestors of House Randgriz;;Gli antenati originali della Casa Randgriz
2936;16070;;The product of an alliance among a large;;Il prodotto di un'alleanza tra una grande
2032;16111;;The remnants of human dwellings dot the;;I resti delle abitazioni umane punteggiano il
4868;16151;;The shields are round, while the lances;;Gli scudi sono rotondi, mentre le lance
3620;16191;;The spirits of the earth, driven away by;;Gli spiriti della terra, scacciati da
2072;16232;;The structures found across the badlands;;Le strutture trovate nelle terre desolate
1348;16273;;The town supposedly began as a hideout;;Si suppone che la citt= sia nata come nascondiglio
1928;16312;;The woods are home to foxes, squirrels;;I boschi ospitano volpi e scoiattoli
3416;16351;;The written form of Old Northern, the;;La forma scritta dell'antico nordico, il
5864;16389;;Theimer came together to develop a new;;Theimer si sono uniti per sviluppare un nuovo
4204;16428;;Their design employs a ragnoline;;Il loro design impiega una ragnolina
5656;16461;;Their ragnite weaponry allegedly granted;;Il loro armamento ragnite presumibilmente concesso
2044;16502;;These days, violent sandstorms assail;;In questi giorni, violente tempeste di sabbia assalgono
5624;16540;;These immigrants from the north are said;;Si dice che questi immigrati dal nord
4812;16581;;They authored a history in which they;;Hanno scritto una storia in cui
2508;16619;;This bloody beach marked the end of the;;Questa spiaggia insanguinata ha segnato la fine del
3032;16659;;This calendar, used across Europa, has;;Questo calendario, utilizzato in tutta Europa, ha
1880;16698;;This expansive primeval forest stretches;;Questa vasta foresta primordiale si estende
1784;16739;;This massive iron drawbridge spans the;;Questo massiccio ponte levatoio in ferro attraversa il
1304;16778;;This small town lies on the Imperial;;Questa piccola citt= si trova sulla costa imperiale
1224;16815;;This small, central Europan nation is a;;Questa piccola nazione dell'Europa centrale > una
3244;16855;;Though EWI ended in a stalemate, both;;Sebbene l'EWI si sia concluso con un pareggio, entrambi
2996;16893;;Though a series of secret alliances and;;Nonostante una serie di alleanze segrete e
5496;16933;;Though aeronautics research began across;;Sebbene la ricerca aeronautica sia iniziata in tutto il mondo
5640;16974;;Though believed to be an oceanic tribe;;Sebbene si creda che sia una tribu' oceanica
5376;17013;;Though some have argued that its wings;;Sebbene alcuni abbiano sostenuto che le sue ali
3752;17052;;Though the basic doll is of traditional;;Sebbene la bambola di base sia tradizionale
4288;17092;;Top Speed: 20km/h;;Velocit= massima: 20 km/h
4480;17110;;Top Speed: 25km/h;;Velocit= massima: 25 km/h
4384;17128;;Top Speed: 30km/h;;Velocit= massima: 30 km/h
5440;17146;;Top Speed: 75km/h;;Velocit= massima: 75 km/h
3704;17164;;Traditionally made by Darcsen people as;;Tradizionalmente realizzato dal popolo Darcsen come
2596;17204;;Trenches dug during EWI also remain,;;Rimangono anche le trincee scavate durante l'EWI,
6060;17241;;Unable to rival the Empire in technology;;Incapace di rivaleggiare con l'Impero in tecnologia
5964;17282;;Unable to stand up to the Empire's tank;;Incapace di resistere al carro armato dell'Impero
2168;17322;;Undiscovered until quite recently, the;;Non scoperto fino a tempi recenti, il
4856;17361;;Unearthed from excavation sites across;;Dissotterrato da siti di scavo in tutto il
3796;17400;;Universal Conscription;;Coscrizione universale
5140;17423;;Uses of Ragnite;;Utilizzi della Ragnite
4948;17439;;Valkof;;Valkof
4564;17446;;Valkyria Worship;;Culto della Valkyria
4660;17463;;Valkyrur Common Knowledge;;Valkyrur Conoscenza comune
4756;17489;;Valkyrur Historical Truth;;La verit= storica di Valkyrur
4580;17515;;Valkyrur are understood as either gods;;Le Valkyrur sono considerate divinit=
5552;17554;;Valkyrur conquest.;;Conquista delle Valkyrur.
4804;17573;;Valkyrur shifted blame for devastating;;Valkyrur ha spostato la colpa per la devastazione
4680;17612;;Valkyrur's existence pervades the land;;L'esistenza di Valkyrur pervade la terra
2116;17651;;Valkyrur, written in Old Northern;;Valkyrur, scritto in antico nordico
1788;17685;;Vasel river, which flows into Lake Graz;;Fiume Vasel, che sfocia nel lago di Graz
5756;17725;;War of the Valkyrur. For their crimes of;;Guerra dei Valkyrur. Per i loro crimini di
1416;17766;;When the Empire invaded Gallia at the;;Quando l'Impero invase la Gallia alla
2892;17804;;While not technically an autocracy, the;;Sebbene non sia tecnicamente un'autocrazia,
1316;17844;;Windmills stand atop the crests of many;;I mulini a vento si ergono in cima alle creste di molti
1496;17884;;With the sea at its north and west and;;Con il mare a nord e a ovest e
1720;17923;;Within its walls lie the army's command;;Tra le sue mura si trova il comando dell'esercito
5564;17963;;a city-state to rule (today's Randgriz),;;una citt=-stato da governare (l'odierna Randgriz),
2236;18004;;a false history to the masses while the;;una falsa storia per le masse mentre il
2584;18044;;a few scraggly patches of grass remain;;rimangono alcuni tratti di erba rada
4512;18083;;a joint effort with the Imperial navy,;;uno sforzo congiunto con la marina imperiale,
1596;18122;;a monarchy, this ancient city has the;;una monarchia, questa antica citt= ha la
2972;18160;;a mutual defense agreement among these;;un accordo di mutua difesa tra questi
2876;18199;;a network of marriages amongst their;;una rete di matrimoni tra loro
4904;18236;;a physical alteration to the weapons';;un'alterazione fisica delle armi
1528;18274;;a rich store of ragnite ore, a valued;;un ricco deposito di minerale di ragnite, un prezioso
3260;18312;;a short 20-year pause, the Empire began;;una breve pausa di 20 anni, l'Impero inizio'
3828;18352;;a three-stage draft according to need,;;una bozza in tre fasi a seconda delle necessit=,
5468;18391;;a vertical rudder. Isara expanded the;;un timone verticale. Isara ha ampliato il
2396;18429;;abducted and used as slave labor, made;;rapiti e usati come schiavi, resi
4916;18468;;abilities.;;abilit=.
4784;18479;;able to unleash the latent power within;;in grado di liberare il potere latente dentro di s<
1884;18519;;across Gallia's south, forming a natural;;attraverso il sud della Gallia, formando un naturale
3940;18560;;addition to the autonomous town watches;;oltre alle ronde cittadine autonome
5932;18600;;after EWI began as a force of extremely;;dopo che l'EWI inizio' come una forza estremamente
1356;18640;;against the king. Perhaps in echo of;;contro il re. Forse in eco di
4604;18677;;all regions of Europa. Its tenets hold;;tutte le regioni d'Europa. I suoi principi sono validi
3720;18716;;all times.;;in ogni momento.
1828;18727;;allowed it to be operated by extending;;ha permesso di azionarlo estendendolo
4120;18766;;also helped keep weapons technology and;;ha anche contribuito a mantenere la tecnologia delle armi e
3044;18806;;also known as the Valkyrian calendar.;;noto anche come calendario Valchiriano.
4156;18844;;amassed his considerable knowledge;;ha accumulato la sua considerevole conoscenza
1692;18879;;amid a wooded area at the outskirts of;;in mezzo a una zona boscosa alla periferia di
2988;18918;;among the constituent republics, meaning;;tra le repubbliche costituenti, cio>
4912;18959;;amplifiers for the race's preternatural;;amplificatori per il soprannaturale della razza
5508;18999;;an airplane remains a rare treat.;;un aereo resta una rarit=.
1428;19033;;an autonomous region within the Empire;;una regione autonoma all'interno dell'Impero
4972;19072;;an extremely destructive beam of light.;;un raggio di luce estremamente distruttivo.
5176;19112;;an incendiary agent in flamethrowers, ;;un agente incendiario nei lanciafiamme,
4672;19151;;ancient people can be found in all areas;;gli antichi popoli si possono trovare in tutte le zone
5728;19192;;ancient times. They are characterized by;;tempi antichi. Sono caratterizzati da
1368;19233;;and Bruhlers are famed for taking pride;;e i Bruhler sono famosi per essere orgogliosi
4356;19273;;and Darcsen laborer escape attempts.;;e i tentativi di fuga del lavoratore Darcsen.
2424;19310;;and Imperial soldiers kept a close watch;;e i soldati imperiali tenevano d'occhio attentamente
1268;19351;;and a population of just over 430,000,;;e una popolazione di poco piu' di 430.000 abitanti,
1740;19390;;and a relaxation lounge for the;;e una sala relax per i
3560;19422;;and abroad for Darcsen captives.;;e all'estero per i prigionieri Darcsen.
3832;19455;;and applies to men and women alike.;;e si applica indistintamente agli uomini e alle donne.
4520;19491;;and battleship in a new class called the;;e corazzata in una nuova classe chiamata
5184;19532;;and countless others. Medical scientists;;e innumerevoli altri. Scienziati medici
1900;19573;;and extremely dense vegetation combine;;e una vegetazione estremamente densa si combinano
4612;19612;;and its mythology draws heavily from the;;e la sua mitologia trae molto dal
5568;19653;;and made them the Valkof's keepers. The;;e li ha resi custodi del Valkof. Il
3464;19693;;and members of the high clergy used a;;e i membri dell'alto clero usavano un
3532;19731;;and persecution against Darcsens that;;e la persecuzione contro Darcsens che
5792;19769;;and persecution, the Darcsens remain a;;e persecuzione, i Darcsen rimangono un
1932;19808;;and rabbits, as well as larger animals;;e conigli, cosi come animali piu' grandi
1832;19847;;and retracting a single pair of cables.;;e ritraendo una singola coppia di cavi.
1408;19887;;and rule over surrounding areas began.;;e inizio' il dominio sulle aree circostanti.
4056;19926;;and secured the Empire's military;;e protesse l'esercito dell'Impero
1216;19960;;and the Federation on its western edge.;;e la Federazione sul suo confine occidentale.
2076;20000;;and the temple at the crater's core are;;e il tempio al centro del cratere sono
3184;20040;;and the two exhausted powers ultimately;;e le due potenze esaurite alla fine
4528;20080;;and two propellers work in parallel to;;e due eliche lavorano in parallelo per
4776;20119;;and ultimately subjugated them. Skilled;;e alla fine li ha soggiogati. Abile
2108;20159;;antechamber are inscribed with a history;;l'anticamera > incisa con una storia
5076;20200;;any number of applications. Though the;;qualsiasi numero di applicazioni. Sebbene il
4544;20239;;apparatus is said to have been installed;;si dice che l'apparecchio sia stato installato
5380;20280;;are an adaptation that makes these pigs;;sono un adattamento che rende questi maiali
1324;20320;;"are as large as the so-called ""Sister";;"sono grandi quanto la cosiddetta ""Sorella"""
3864;20358;;are eligible for the rank of lieutenant;;sono idonei al grado di tenente
2052;20398;;are few.;;sono pochi.
5292;20407;;are known to thrive even under adverse;;sono noti per prosperare anche in condizioni avverse
2040;20446;;area was once the site of a large city.;;un tempo la zona ospitava una grande citt=.
5928;20486;;armored corps took to the field shortly;;il corpo corazzato scese in campo poco dopo
1340;20526;;"as ""Miller's Home.""";;"come ""Casa di Miller""."
