183600;337388;;Accuracy Boost 8;Pr<cision Sup. 8
193840;337388;;Accuracy Boost 8;Pr<cision Sup. 8
183856;337405;;Accuracy Boost 9;Pr<cision Sup. 9
194096;337405;;Accuracy Boost 9;Pr<cision Sup. 9
123320;337422;;Accuracy is improved after sighting an enemy.;La pr<cision est augment<e apr>s avoir rep<r< un ennemi.
119284;337468;;Acrobat;Acrobate
119332;337476;;Acrophobic;Vertige
106212;337487;;Adams;Adams
203824;337493;;Added Effect 1;Effet Sup. 1
185904;337508;;Added Effect 10;Effet Sup. 10
190256;337508;;Added Effect 10;Effet Sup. 10
197680;337508;;Added Effect 10;Effet Sup. 10
204080;337524;;Added Effect 2;Effet Sup. 2
204336;337539;;Added Effect 3;Effet Sup. 3
184368;337554;;Added Effect 4;Effet Sup. 4
188720;337554;;Added Effect 4;Effet Sup. 4
196144;337554;;Added Effect 4;Effet Sup. 4
204592;337554;;Added Effect 4;Effet Sup. 4
184624;337569;;Added Effect 5;Effet Sup. 5
188976;337569;;Added Effect 5;Effet Sup. 5
196400;337569;;Added Effect 5;Effet Sup. 5
204848;337569;;Added Effect 5;Effet Sup. 5
184880;337584;;Added Effect 6;Effet Sup. 6
189232;337584;;Added Effect 6;Effet Sup. 6
196656;337584;;Added Effect 6;Effet Sup. 6
205104;337584;;Added Effect 6;Effet Sup. 6
185136;337599;;Added Effect 7;Effet Sup. 7
189488;337599;;Added Effect 7;Effet Sup. 7
196912;337599;;Added Effect 7;Effet Sup. 7
205360;337599;;Added Effect 7;Effet Sup. 7
185392;337614;;Added Effect 8;Effet Sup. 8
189744;337614;;Added Effect 8;Effet Sup. 8
197168;337614;;Added Effect 8;Effet Sup. 8
185648;337629;;Added Effect 9;Effet Sup. 9
190000;337629;;Added Effect 9;Effet Sup. 9
197424;337629;;Added Effect 9;Effet Sup. 9
131972;337644;;Additional Armor;Armure Rajout<e
131976;337644;;Additional Armor;Armure Rajout<e
164168;337661;;Aft Left Gun;Tourelle Av-G
164172;337661;;Aft Left Gun;Tourelle Av-G
164792;337661;;Aft Left Gun;Tourelle Ar-G
164796;337661;;Aft Left Gun;Tourelle Ar-G
164584;337674;;Aft Right Gun;Tourelle Ar-D
164588;337674;;Aft Right Gun;Tourelle Ar-D
122120;337688;;After the last bullet is fired, anxiety sets in,//causing a drop in attack power.;Quand la derni>re balle est tir<e, l'inqui<tude s'installe,//provoquant une chute de la puissance d'attaque.
94724;337770;;Aged Gentleman;Vieil Homme
94732;337770;;Aged Gentleman;Vieil Homme
94736;337770;;Aged Gentleman;Vieil Homme
94740;337770;;Aged Gentleman;Vieil Homme
120676;337785;;Aichmophobic;Aichmophobe
97764;337798;;Aika;Aika
97772;337798;;Aika;Aika
97776;337798;;Aika;Aika
97784;337798;;Aika;Aika
116260;337803;;Aim Boost;Boost en Vis<e
96644;337813;;Aisha;Aisha
96652;337813;;Aisha;Aisha
96656;337813;;Aisha;Aisha
96664;337813;;Aisha;Aisha
106012;337819;;Alan;Alan
106016;337824;;Alec;Alec
95924;337829;;Alex;Alex
95932;337829;;Alex;Alex
95936;337829;;Alex;Alex
81960;337834;;Alicia;Alicia
81968;337834;;Alicia;Alicia
89604;337834;;Alicia;Alicia
89612;337834;;Alicia;Alicia
89616;337834;;Alicia;Alicia
89624;337834;;Alicia;Alicia
92484;337834;;Alicia;Alicia
92492;337834;;Alicia;Alicia
92496;337834;;Alicia;Alicia
92500;337834;;Alicia;Alicia
92564;337834;;Alicia;Alicia
92572;337834;;Alicia;Alicia
92576;337834;;Alicia;Alicia
92580;337834;;Alicia;Alicia
100324;337834;;Alicia;Alicia
100332;337834;;Alicia;Alicia
100336;337834;;Alicia;Alicia
100484;337834;;Alicia;Alicia
100492;337834;;Alicia;Alicia
100496;337834;;Alicia;Alicia
101204;337834;;Alicia;Alicia
101212;337834;;Alicia;Alicia
101216;337834;;Alicia;Alicia
101220;337834;;Alicia;Alicia
121060;337841;;Alicia Hater;Haine d'Alicia
121012;337854;;Alicia Lover;Amour d'Alicia
100504;337867;;Alicia_SelfGuard;Alicia_SelfGuard
100344;337884;;Alicia_val;Alicia_val
117700;337895;;All Heal;R<cup<rez Tous
116356;337904;;All Units Aim;Visez Tous
117988;337904;;All Units Aim;Visez Tous
115204;337918;;All Units Attack;Attaque G<n<rale
117604;337918;;All Units Attack;Attaque G<n<rale
117892;337918;;All Units Attack;Attaque G<n<rale
115972;337935;;All Units Defend;D<fense G<n<rale
118084;337935;;All Units Defend;D<fense G<n<rale
114724;337952;;All Units Evade;Esquivez Tous
117796;337952;;All Units Evade;Esquivez Tous
126008;337968;;All attack parameters enjoy a boost when shooting with//no one else nearby.;Tous les param>tres d'attaque b<n<ficient d'un bonus//quand personne ne se trouve = proximit<.
95944;338044;;Alles;Alles
126680;338050;;Always a fast healer for some reason, she occasionally//notices that she's completely recovered from injury.;Toujours rapide = gu<rir pour quelque raison, elle remarque//parfois qu'elle a compl<tement r<cup<r< de ses blessures.
95844;338159;;Ambassador;Ambassadeur
95852;338159;;Ambassador;Ambassadeur
95856;338159;;Ambassador;Ambassadeur
95860;338159;;Ambassador;Ambassadeur
147672;338159;;Ambassador;Ambassadeur
124180;338170;;Ambush Spotter;Contre-Embuscade
128980;338185;;Ammo;Munitions
125236;338190;;Ammo Refill;Recharge Totale
126388;338190;;Ammo Refill;Recharge Totale
122116;338202;;Ammo Worries;Derni>re Balle
177460;338215;;Ammunition pack;Pack de Munitions
178228;338215;;Ammunition pack;Pack de Munitions
125096;338231;;An acquired tolerance to toxins renders them immune to//status ailments.;Une tol<rance naturelle aux toxines les immunise//occasionnellement contre les alt<rations d'<tat.
125528;338231;;An acquired tolerance to toxins renders them immune to//status ailments.;Une tol<rance naturelle aux toxines les immunise//occasionnellement contre les alt<rations d'<tat.
118952;338304;;An allergy to dust and sand leads to a steady drain of//HP while in a sandy area.;Une allergie = la poussi>re et au sable//provoque une perte constante de HP.
106208;338386;;Anderton;Anderton
217392;338395;;Anti-Armor 2;Anti-Char 2
129924;338408;;Anti-Armor Rounds;Obus Anti-Char
129928;338408;;Anti-Armor Rounds;Obus Anti-Char
136708;338408;;Anti-Armor Rounds;Obus Anti-Char
136712;338408;;Anti-Armor Rounds;Obus Anti-Char
216372;338408;;Anti-Armor Rounds;Obus Anti-Char
217652;338408;;Anti-Armor Rounds;Obus Anti-Char
217908;338408;;Anti-Armor Rounds;Obus Anti-Char
129920;338426;;Anti-Armor Shell 1;Canon Sup. 1
136704;338426;;Anti-Armor Shell 1;Canon Sup. 1
130560;338445;;Anti-Armor Shell 2;Canon Sup. 2
137088;338445;;Anti-Armor Shell 2;Canon Sup. 2
130816;338464;;Anti-Armor Shell 3;Canon Sup. 3
166244;338483;;Anti-Tank Cannon;Canon Anti-Char
166252;338483;;Anti-Tank Cannon;Canon Anti-Char
168328;338500;;Anti-Tank Turret;Tourelle Canon
168332;338500;;Anti-Tank Turret;Tourelle Canon
168340;338500;;Anti-Tank Turret;Tourelle Canon
172488;338500;;Anti-Tank Turret;Tourelle Canon
172492;338500;;Anti-Tank Turret;Tourelle Canon
172500;338500;;Anti-Tank Turret;Tourelle Canon
124708;338517;;Anti-armor Boost;Anti-Char Plus
116068;338534;;Antidote;Antidote
126584;338543;;Any time Alicia is at his side, he is filled with the//warmth of their love, boosting his abilities.;A chaque fois qu'Alicia est = ses cot<s, il est rempli//de la chaleur de leur amour, augmentant ses aptitudes.
127016;338644;;Any time his feet touch the bountiful earth, his love of//veggies drives his parameters up.;A chaque fois que ses pieds touchent la terre fertile,//son amour pour les l<gumes augmente sa puissance offensive.
101936;338736;;Armor Upgrade 1;Armure Sup. 1
102368;338752;;Armor Upgrade 10;Armure Sup. 10
101984;338769;;Armor Upgrade 2;Armure Sup. 2
102032;338785;;Armor Upgrade 3;Armure Sup. 3
102080;338801;;Armor Upgrade 4;Armure Sup. 4
102128;338817;;Armor Upgrade 5;Armure Sup. 5
102176;338833;;Armor Upgrade 6;Armure Sup. 6
102224;338849;;Armor Upgrade 7;Armure Sup. 7
102272;338865;;Armor Upgrade 8;Armure Sup. 8
102320;338881;;Armor Upgrade 9;Armure Sup. 9
129284;338897;;Armor-Grade Steel;Armure en Acier
129288;338897;;Armor-Grade Steel;Armure en Acier
129540;338897;;Armor-Grade Steel;Armure en Acier
129544;338897;;Armor-Grade Steel;Armure en Acier
113748;338915;;Armored Railcar;Autorail Blind<
171240;338931;;Armored Tower;Tour Blind<e
171244;338931;;Armored Tower;Tour Blind<e
169988;338945;;Armored Vehicle;V<hicule Blind<
116836;338961;;Artillery Support;Tir d'Artillerie
115108;338979;;Attack Boost;Boost d'Attaque
116548;338992;;Attack Weak Spot;Tir Critique
123944;339009;;Attack power against human targets is boosted a//set percentage of the time.;La puissance d'attaque contre les cibles humaines//a une chance fixe d'$tre augment<e.
124328;339086;;Attack power against human targets is greatly//boosted a set percentage of the time.;La puissance d'attaque contre les cibles humaines//a une chance fixe d'$tre grandement augment<e.
124232;339171;;Attack power and defense increase when they enter the//range of enemy interception fire.;La puissance d'attaque et la d<fense augmentent//quand ils sont sous les tirs d'interception ennemis.
125192;339260;;Attacks against tanks have a chance to deal//a lethal blow.;Les tirs ont une chance de faire un coup critique.
116840;339320;;Attacks all enemy units.;Attaque toutes les unit<s ennemis.
125048;339345;;Attacks have a chance to deal damage to both tank body//and tread HP.;Les attaques ont une chance de faire des d<gats//= la fois au corps du char et aux chenilles.
124424;339415;;Attacks have a set chance of preventing the enemy//from counter attacking.;Les attaques ont une chance d'emp$cher//les contre-attaques ennemies.
118424;339490;;Attacks have a set probability of being impossible//for enemies to evade.;Les attaques ont une chance d'$tre impossibles = esquiver//pour les ennemis.
124280;339490;;Attacks have a set probability of being impossible//for enemies to evade.;Les attaques ont une chance d'$tre impossibles = esquiver//pour les ennemis.
125384;339490;;Attacks have a set probability of being impossible//for enemies to evade.;Les attaques ont une chance d'$tre impossibles = esquiver//pour les ennemis.
116648;339564;;Attacks one specified enemy foot soldier unit.;Attaque la cible d'infanterie ennemie sp<cifi<e.
116744;339611;;Attacks the area around one specified enemy unit.;Attaque la zone autour de la cible ennemie sp<cifi<e.
125432;339661;;Attacks using hand grenades have a set chance of dealing//more damage than normal.;Les attaques = la grenade ont une chance//de faire beaucoup plus de d<gats.
98164;339744;;Audrey;Audrey
98172;339744;;Audrey;Audrey
98176;339744;;Audrey;Audrey
98184;339744;;Audrey;Audrey
138372;339751;;Auto-Reload Device;Gatling Lourde
138376;339751;;Auto-Reload Device;Gatling Lourde
227636;339751;;Auto-Reload Device;Gatling Lourde
117412;339770;;Awaken All;Potentiel Global
117316;339781;;Awaken Potential;Plein Potentiel
117416;339798;;Awakens all allies' innate abilities (Potentials).;R<veille les comp<tences de tous les alli<s (Potentiels).
117320;339849;;Awakens one ally's innate abilities (Potentials).;R<veille les comp<tences d'un alli< (Potentiels).
180276;339899;;B-Type Grenade M1;Grenade Type-B M1
173876;339917;;B-Type Grenade M2;Grenade Type-B M2
266292;339917;;B-Type Grenade M2;Grenade Type-B M2
176180;339935;;B-Type Grenade M3;Grenade Type-B M3
179764;339953;;B-Type Grenade M4;Grenade Type-B M4
180020;339971;;B-Type Grenade M5;Grenade Type-B M5
101064;339989;;B_Guard1;B_Guard1
101144;339998;;B_Guard3;B_Guard3
126004;340007;;Backup Sniping;Sniper Solitaire
121540;340022;;Bad Back;Courbatures
106220;340031;;Baker;Baker
112500;340037;;Barbed Wire;Fil Barbel<
106224;340049;;Barnett;Barnett
129796;340057;;Barrel Protector;Protection de Canon
129800;340057;;Barrel Protector;Protection de Canon
112596;340074;;Barricade;Barricade
113028;340074;;Barricade;Barricade
101408;340084;;Basic Armor;Armure de base
133380;340096;;Basic Drive;Pilotage de base
133384;340096;;Basic Drive;Pilotage de base
139268;340096;;Basic Drive;Pilotage de base
139272;340096;;Basic Drive;Pilotage de base
133376;340108;;Basic Drive System;Pilotage
139264;340108;;Basic Drive System;Pilotage
138496;340127;;Basic Flamethrower;Flammeur de base
254256;340127;;Basic Flamethrower;Flammeur de base
259632;340127;;Basic Flamethrower;Flammeur de base
138112;340146;;Basic Gatling Gun;Gatling de base
180272;340164;;Basic Hand Grenade;Grenade de base
186160;340183;;Basic Machine Gun;Mitraillette base
136192;340201;;Basic Magazine;Capacit< de base
136196;340201;;Basic Magazine;Capacit< de base
136200;340201;;Basic Magazine;Capacit< de base
140544;340201;;Basic Magazine;Capacit< de base
140548;340201;;Basic Magazine;Capacit< de base
140552;340201;;Basic Magazine;Capacit< de base
134528;340216;;Basic Radiator;Radiateur
139776;340216;;Basic Radiator;Radiateur
180528;340231;;Basic Rifle;Fusil de base
135424;340243;;Basic Sight;Viseur
140160;340243;;Basic Sight;Viseur
190512;340255;;Basic Sniper Rifle;Sniper de base
129280;340274;;Basic Steel;Acier de base
129536;340274;;Basic Steel;Acier de base
178480;340286;;Basic Tank Lance;Lance de base
178736;340286;;Basic Tank Lance;Lance de base
101360;340303;;Basic Uniform;Uniforme de base
149796;340317;;Batomys;Batomys
150148;340317;;Batomys;Batomys
150500;340317;;Batomys;Batomys
150852;340317;;Batomys;Batomys
151204;340317;;Batomys;Batomys
151556;340317;;Batomys;Batomys
151908;340317;;Batomys;Batomys
152260;340317;;Batomys;Batomys
152612;340317;;Batomys;Batomys
158760;340317;;Batomys;Batomys
158764;340317;;Batomys;Batomys
163748;340317;;Batomys;Batomys
163956;340317;;Batomys;Batomys
164164;340317;;Batomys;Batomys
164372;340317;;Batomys;Batomys
164580;340317;;Batomys;Batomys
164788;340317;;Batomys;Batomys
164996;340317;;Batomys;Batomys
165204;340317;;Batomys;Batomys
165412;340317;;Batomys;Batomys
149800;340325;;Batomys Turret;Tourelle Batomys
149804;340325;;Batomys Turret;Tourelle Batomys
150152;340325;;Batomys Turret;Tourelle Batomys
150156;340325;;Batomys Turret;Tourelle Batomys
150504;340325;;Batomys Turret;Tourelle Batomys
150508;340325;;Batomys Turret;Tourelle Batomys
150856;340325;;Batomys Turret;Tourelle Batomys
150860;340325;;Batomys Turret;Tourelle Batomys
151208;340325;;Batomys Turret;Tourelle Batomys
151212;340325;;Batomys Turret;Tourelle Batomys
151560;340325;;Batomys Turret;Tourelle Batomys
151564;340325;;Batomys Turret;Tourelle Batomys
163960;340325;;Batomys Turret;Tourelle Batomys
163964;340325;;Batomys Turret;Tourelle Batomys
106216;340340;;Baxter;Baxter
214068;340347;;Beam Weapon;Rayon Destructeur
214580;340347;;Beam Weapon;Rayon Destructeur
215348;340347;;Beam Weapon;Rayon Destructeur
264756;340347;;Beam Weapon;Rayon Destructeur
265012;340347;;Beam Weapon;Rayon Destructeur
120824;340359;;Being around close friends makes even the battlefield a//little cheerier, boosting their attack power.;Avoir des amis proches pr>s de soi rend m$me un champ de//bataille plus jovial, augmentant les capacit<s offensives.
126440;340462;;Being around nature makes his heart soar, bringing//about a boost in his abilities.;Etre entour< par la nature rend son coeur l<ger,//produisant une augmentation de sa d<fense.
122456;340546;;Being sighted by multiple enemies makes them want to//show off, upping their defense.;Etre vu par de nombreux ennemis lui donne envie//de se la raconter, augmentant sa d<fense.
122504;340632;;Being sighted by multiple enemies puts them on the spot,//making them too afraid to move.;Etre vue par de nombreux ennemis l'embarrasse,//la rendant trop effray<e pour bouger.
121976;340722;;Being the very last to take action gives them a strong//sense of responsibility that boosts attack power.;Etre la touta derni>re = agir lui insuffle un profond sens//des responsabilit<s qui augmente la puissance d'attaque.
122024;340828;;Being the very last to take action gives them//a crushing sense of pressure that hinders accuracy.;Etre la toute derni>re = agir lui met une pression//<touffante qui p<nalise sa pr<cision.
106020;340927;;Ben;Ben
121544;340931;;Bending over to crouch puts a strain on their weak back,//causing a drop in defense.;Se pencher pour s'accroupir exerce une pression sur//leur faible dos, provoquant une baisse de d<fense.
119384;341016;;Bent on protecting the camp by sheer force of will,//they naturally become better at evading attacks.;Motiv<s = d<fendre le camp par la force de leur volont<,//ils deviennent meilleurs pour esquiver les attaques.
95284;341118;;Berthold;Berthold
91208;341127;;Bielert;Bielert
98888;341127;;Bielert;Bielert
126772;341135;;Big Sister;Grande Soeur
126964;341146;;Big-Hearted;Grand Coeur
106024;341158;;Bill;Bill
128868;341163;;Blast;Explosion
101412;341169;;Blast Suit AD-1;Armure de Choc 1
102324;341185;;Blast Suit AD-10;Armure de Choc 10
101940;341202;;Blast Suit AD-2;Armure de Choc 2
101988;341218;;Blast Suit AD-3;Armure de Choc 3
102036;341234;;Blast Suit AD-4;Armure de Choc 4
102084;341250;;Blast Suit AD-5;Armure de Choc 5
103524;341250;;Blast Suit AD-5;Armure de Choc 5
102132;341266;;Blast Suit AD-6;Armure de Choc 6
102180;341282;;Blast Suit AD-7;Armure de Choc 7
102228;341298;;Blast Suit AD-8;Armure de Choc 8
102276;341314;;Blast Suit AD-9;Armure de Choc 9
102372;341330;;Blast Suit AD-F;Armure de Choc F
50956;341346;;Bles;Bles
51500;341346;;Bles;Bles
89036;341346;;Bles;Bles
92088;341346;;Bles;Bles
92168;341346;;Bles;Bles
92248;341346;;Bles;Bles
122836;341351;;Bloodthirsty;Soif de Sang
128884;341364;;Body Def;Corps Def
128916;341373;;Body HP;Corps HP
97928;341381;;Bohr;Bohr
114036;341386;;Bomb;Bombe
119476;341391;;Born Leader;Chef N<
123128;341403;;Born under an unlucky star, they are especially//susceptible to weapon jamming.;N< sous l'<toile de la malchance, il est particuli>rement//susceptible au grippage de son arme.
124136;341483;;Both accuracy and evasion receive a boost when HP//drops to a single digit.;La pr<cision et l'esquive recoivent un bonus//quand les HPs sont r<duits = un seul chiffre.
126056;341559;;Both evasion and attack power are enhanced when//firing up at an elevated target.;L'<vasion et la puissance d'attaque sont augment<s//quand ils tirent sur une cible en hauteur.
114084;341641;;Bridge;Pont
89764;341648;;Brigitte;Brigitte
89784;341648;;Brigitte;Brigitte
92884;341648;;Brigitte;Brigitte
191028;341657;;Brondel M1;Brondel M1
191796;341668;;Brondel M10;Brondel M10
196148;341680;;Brondel M101X;Brondel M101X
196404;341694;;Brondel M102X;Brondel M102X
196660;341708;;Brondel M103X;Brondel M103X
192052;341722;;Brondel M11;Brondel M11
196916;341734;;Brondel M110X;Brondel M110X
197172;341748;;Brondel M111X;Brondel M111X
197428;341762;;Brondel M112X;Brondel M112X
192308;341776;;Brondel M12;Brondel M12
197684;341788;;Brondel M120X;Brondel M120X
191284;341802;;Brondel M2;Brondel M2
192564;341813;;Brondel M20;Brondel M20
191540;341825;;Brondel M3;Brondel M3
94964;341836;;Bruhl Girl;Fille de Bruhl
94972;341836;;Bruhl Girl;Fille de Bruhl
94976;341836;;Bruhl Girl;Fille de Bruhl
94980;341836;;Bruhl Girl;Fille de Bruhl
86872;341847;;Bruhl_Guard_1;Bruhl_Guard_1
87416;341847;;Bruhl_Guard_1;Bruhl_Guard_1
119188;341861;;Bug in a Rug;Coq en Pate
135556;341874;;Bulletproof Visor;Viseur Pare-Balles
135560;341874;;Bulletproof Visor;Viseur Pare-Balles
122644;341892;;Bully;Brute
112836;341898;;Bunker;Bunker
159400;341905;;CAMEL;CAMEL
169384;341905;;CAMEL;CAMEL
169592;341905;;CAMEL;CAMEL
169800;341905;;CAMEL;CAMEL
91048;341911;;Caird;Caird
98504;341917;;Callos;Callos
126484;341924;;Calm Heart;Paisible
98088;341935;;Calvey;Calvey
119764;341942;;Camaraderie;Camaraderie
113124;341954;;Camp;Camp
119380;341959;;Camp Defender;D<fenseur
106228;341973;;Campbell;Campbell
167288;341982;;Cannon Bunker;Bunker Canon
167292;341982;;Cannon Bunker;Bunker Canon
170408;341982;;Cannon Bunker;Bunker Canon
170412;341982;;Cannon Bunker;Bunker Canon
166680;341996;;CannonSet1;CannonSet1
134020;342007;;Carbon-Coat Leaf;Lames Carbone
134024;342007;;Carbon-Coat Leaf;Lames Carbone
139652;342007;;Carbon-Coat Leaf;Lame Carbone
139656;342007;;Carbon-Coat Leaf;Lame Carbone
135044;342024;;Carbon-Coat Plate;Plaques Carbone
135048;342024;;Carbon-Coat Plate;Plaques Carbone
140036;342024;;Carbon-Coat Plate;Plaques Carbone
140040;342024;;Carbon-Coat Plate;Plaques Carbone
131460;342042;;Carbon-Coat Steel;Rev$tement Carbone
131464;342042;;Carbon-Coat Steel;Rev$tement Carbone
137476;342042;;Carbon-Coat Steel;Rev$tement Carbone
137480;342042;;Carbon-Coat Steel;Rev$tement Carbone
106232;342060;;Carpenter;Carpenter
125960;342070;;Cat-like reflexes allow them to consistently dodge//enemy counterattacks.;Des r<fl>xes de chat leur permettent d'esquiver//constamment les contre-attaques ennemies.
99044;342144;;Catherine;Catherine
99052;342144;;Catherine;Catherine
99056;342144;;Catherine;Catherine
114916;342154;;Caution;Prudence
98964;342162;;Cezary;Cezary
98972;342162;;Cezary;Cezary
98976;342162;;Cezary;Cezary
98984;342162;;Cezary;Cezary
122356;342169;;Challenge Lover;Amateur de D<fis
121396;342185;;Chameleon;Cam<l<on
122360;342195;;Charging into the face of enemy fire creates a rush//of adrenalin that enhances attack power.;Charger au milieu des tirs ennemis provoque une mont<e//d'adr<naline qui augmente la puissance d'attaque.
122408;342289;;Charging into the face of enemy fire makes them panic,//decreasing attack power.;Charger au milieu des tirs ennemis la fait paniquer,//r<duisant la puissance d'attaque.
120868;342370;;Chatty Cathy;Pipelette
97684;342383;;Cherry;Cherry
97692;342383;;Cherry;Cherry
97696;342383;;Cherry;Cherry
97704;342383;;Cherry;Cherry
96488;342390;;Cheslock;Cheslock
118564;342399;;Child of Nature;Pastoral
101304;342415;;Child_Isara;Child_Isara
106092;342427;;Chris;Chris
123028;342433;;Chronic Fatigue;Fatigue
118516;342449;;City Kid;Citadin
98804;342458;;Claudia;Claudia
98812;342458;;Claudia;Claudia
98816;342458;;Claudia;Claudia
98824;342458;;Claudia;Claudia
119236;342466;;Claustrophobic;Claustrophobie
98648;342481;;Clement;Clement
195888;342489;;Clip Size Up 10;Chargeur Sup. 10
194608;342505;;Clip Size Up 5;Chargeur Sup. 5
194864;342520;;Clip Size Up 6;Chargeur Sup. 6
195120;342535;;Clip Size Up 7;Chargeur Sup. 7
195376;342550;;Clip Size Up 8;Chargeur Sup. 8
195632;342565;;Clip Size Up 9;Chargeur Sup. 9
91044;342580;;Coby;Coby
91052;342580;;Coby;Coby
91056;342580;;Coby;Coby
121636;342585;;Cocky;Pr<tentieux
133636;342591;;Coil Spring;Ressort H<licoidal
133640;342591;;Coil Spring;Ressort H<licoidal
106032;342603;;Collin;Collin
101364;342610;;Combat Suit BD-1;Tenue de Combat 1
101844;342627;;Combat Suit BD-10;Tenue de Combat 10
101460;342645;;Combat Suit BD-2;Tenue de Combat 2
101508;342662;;Combat Suit BD-3;Tenue de Combat 3
101556;342679;;Combat Suit BD-4;Tenue de Combat 4
101604;342696;;Combat Suit BD-5;Tenue de Combat 5
103476;342696;;Combat Suit BD-5;Tenue de Combat 5
101652;342713;;Combat Suit BD-6;Tenue de Combat 6
101700;342730;;Combat Suit BD-7;Tenue de Combat 7
101748;342747;;Combat Suit BD-8;Tenue de Combat 8
101796;342764;;Combat Suit BD-9;Tenue de Combat 9
101892;342781;;Combat Suit BD-F;Tenue de Combat F
115012;342798;;Concentrate Fire;Tir Concentr<
123796;342815;;Concentration;Concentration
120344;342829;;Confidence that they can best any engineer grants//a boost in attack abilities.;La confiance de pouvoir battre n'importe quel ing<nieur//conf<re une meilleure puissance d'attaque.
120248;342909;;Confidence that they can best any lancer grants//a boost in attack abilities.;La confiance de pouvoir battre n'importe quel lancier//conf<re une meilleure puissance d'attaque.
120056;342987;;Confidence that they can best any scout grants//a boost in attack abilities.;La confiance de pouvoir battre n'importe quel <claireur//conf<re une meilleure puissance d'attaque.
120152;343064;;Confidence that they can best any shocktrooper//grants a boost in attack abilities.;La confiance de pouvoir battre n'importe quel commando//conf<re une meilleure puissance d'attaque.
120440;343148;;Confidence that they can best any sniper grants//a boost in attack abilities.;La confiance de pouvoir battre n'importe quel sniper//conf<re une meilleure puissance d'attaque.
93524;343226;;Cordelia;Cordelia
93532;343226;;Cordelia;Cordelia
93536;343226;;Cordelia;Cordelia
93540;343226;;Cordelia;Cordelia
93544;343226;;Cordelia;Cordelia
97608;343235;;Coren;Coren
118372;343241;;Country Bred;Campagnard
91064;343254;;Covey;Covey
119908;343260;;Coward;Lache
119192;343267;;Cozy places like trenches seem calming, and give//a boost in attack power.;Les lieux intimes comme les tranch<es semblent paisibles,//et augmentent la puissance d'attaque.
95372;343342;;Cpt. Geld;Cpt. Geld
95376;343342;;Cpt. Geld;Cpt. Geld
95380;343342;;Cpt. Geld;Cpt. Geld
77612;343352;;Cpt. Nonnenkof;Cpt. Nonnenkof
77616;343352;;Cpt. Nonnenkof;Cpt. Nonnenkof
93212;343367;;Cpt. Varrot;Cpt. Varrot
93216;343367;;Cpt. Varrot;Cpt. Varrot
93220;343367;;Cpt. Varrot;Cpt. Varrot
93372;343367;;Cpt. Varrot;Cpt. Varrot
93376;343367;;Cpt. Varrot;Cpt. Varrot
