125384;339490;;Attacks have a set probability of being impossible//for enemies to evade.
116648;339564;;Attacks one specified enemy foot soldier unit.
116744;339611;;Attacks the area around one specified enemy unit.
125432;339661;;Attacks using hand grenades have a set chance of dealing//more damage than normal.
98164;339744;;Audrey
98172;339744;;Audrey
98176;339744;;Audrey
98184;339744;;Audrey
138372;339751;;Auto-Reload Device
138376;339751;;Auto-Reload Device
227636;339751;;Auto-Reload Device
117412;339770;;Awaken All
117316;339781;;Awaken Potential
117416;339798;;Awakens all allies' innate abilities (Potentials).
117320;339849;;Awakens one ally's innate abilities (Potentials).
180276;339899;;B-Type Grenade M1
173876;339917;;B-Type Grenade M2
266292;339917;;B-Type Grenade M2
176180;339935;;B-Type Grenade M3
179764;339953;;B-Type Grenade M4
180020;339971;;B-Type Grenade M5
101064;339989;;B_Guard1
101144;339998;;B_Guard3
126004;340007;;Backup Sniping
121540;340022;;Bad Back
106220;340031;;Baker
112500;340037;;Barbed Wire
106224;340049;;Barnett
129796;340057;;Barrel Protector
129800;340057;;Barrel Protector
112596;340074;;Barricade
113028;340074;;Barricade
101408;340084;;Basic Armor
133380;340096;;Basic Drive
133384;340096;;Basic Drive
139268;340096;;Basic Drive
139272;340096;;Basic Drive
133376;340108;;Basic Drive System
139264;340108;;Basic Drive System
138496;340127;;Basic Flamethrower
254256;340127;;Basic Flamethrower
259632;340127;;Basic Flamethrower
138112;340146;;Basic Gatling Gun
180272;340164;;Basic Hand Grenade
186160;340183;;Basic Machine Gun
136192;340201;;Basic Magazine
136196;340201;;Basic Magazine
136200;340201;;Basic Magazine
140544;340201;;Basic Magazine
140548;340201;;Basic Magazine
140552;340201;;Basic Magazine
134528;340216;;Basic Radiator
139776;340216;;Basic Radiator
180528;340231;;Basic Rifle
135424;340243;;Basic Sight
140160;340243;;Basic Sight
190512;340255;;Basic Sniper Rifle
129280;340274;;Basic Steel
129536;340274;;Basic Steel
178480;340286;;Basic Tank Lance
178736;340286;;Basic Tank Lance
101360;340303;;Basic Uniform
149796;340317;;Batomys
150148;340317;;Batomys
150500;340317;;Batomys
150852;340317;;Batomys
151204;340317;;Batomys
151556;340317;;Batomys
151908;340317;;Batomys
152260;340317;;Batomys
152612;340317;;Batomys
158760;340317;;Batomys
158764;340317;;Batomys
163748;340317;;Batomys
163956;340317;;Batomys
164164;340317;;Batomys
164372;340317;;Batomys
164580;340317;;Batomys
164788;340317;;Batomys
164996;340317;;Batomys
165204;340317;;Batomys
165412;340317;;Batomys
149800;340325;;Batomys Turret
149804;340325;;Batomys Turret
150152;340325;;Batomys Turret
150156;340325;;Batomys Turret
150504;340325;;Batomys Turret
150508;340325;;Batomys Turret
150856;340325;;Batomys Turret
150860;340325;;Batomys Turret
151208;340325;;Batomys Turret
151212;340325;;Batomys Turret
151560;340325;;Batomys Turret
151564;340325;;Batomys Turret
163960;340325;;Batomys Turret
163964;340325;;Batomys Turret
106216;340340;;Baxter
214068;340347;;Beam Weapon
214580;340347;;Beam Weapon
215348;340347;;Beam Weapon
264756;340347;;Beam Weapon
265012;340347;;Beam Weapon
120824;340359;;Being around close friends makes even the battlefield a//little cheerier, boosting their attack power.
126440;340462;;Being around nature makes his heart soar, bringing//about a boost in his abilities.
122456;340546;;Being sighted by multiple enemies makes them want to//show off, upping their defense.
122504;340632;;Being sighted by multiple enemies puts them on the spot,//making them too afraid to move.
121976;340722;;Being the very last to take action gives them a strong//sense of responsibility that boosts attack power.
122024;340828;;Being the very last to take action gives them//a crushing sense of pressure that hinders accuracy.
106020;340927;;Ben
121544;340931;;Bending over to crouch puts a strain on their weak back,//causing a drop in defense.
119384;341016;;Bent on protecting the camp by sheer force of will,//they naturally become better at evading attacks.
95284;341118;;Berthold
91208;341127;;Bielert
98888;341127;;Bielert
126772;341135;;Big Sister
126964;341146;;Big-Hearted
106024;341158;;Bill
128868;341163;;Blast
101412;341169;;Blast Suit AD-1
102324;341185;;Blast Suit AD-10
101940;341202;;Blast Suit AD-2
101988;341218;;Blast Suit AD-3
102036;341234;;Blast Suit AD-4
102084;341250;;Blast Suit AD-5
103524;341250;;Blast Suit AD-5
102132;341266;;Blast Suit AD-6
102180;341282;;Blast Suit AD-7
102228;341298;;Blast Suit AD-8
102276;341314;;Blast Suit AD-9
102372;341330;;Blast Suit AD-F
50956;341346;;Bles
51500;341346;;Bles
89036;341346;;Bles
92088;341346;;Bles
92168;341346;;Bles
92248;341346;;Bles
122836;341351;;Bloodthirsty
128884;341364;;Body Def
128916;341373;;Body HP
97928;341381;;Bohr
114036;341386;;Bomb
119476;341391;;Born Leader
123128;341403;;Born under an unlucky star, they are especially//susceptible to weapon jamming.
124136;341483;;Both accuracy and evasion receive a boost when HP//drops to a single digit.
126056;341559;;Both evasion and attack power are enhanced when//firing up at an elevated target.
114084;341641;;Bridge
89764;341648;;Brigitte
89784;341648;;Brigitte
92884;341648;;Brigitte
191028;341657;;Brondel M1
191796;341668;;Brondel M10
196148;341680;;Brondel M101X
196404;341694;;Brondel M102X
196660;341708;;Brondel M103X
192052;341722;;Brondel M11
196916;341734;;Brondel M110X
197172;341748;;Brondel M111X
197428;341762;;Brondel M112X
192308;341776;;Brondel M12
197684;341788;;Brondel M120X
191284;341802;;Brondel M2
192564;341813;;Brondel M20
191540;341825;;Brondel M3
94964;341836;;Bruhl Girl
94972;341836;;Bruhl Girl
94976;341836;;Bruhl Girl
94980;341836;;Bruhl Girl
86872;341847;;Bruhl_Guard_1
87416;341847;;Bruhl_Guard_1
119188;341861;;Bug in a Rug
135556;341874;;Bulletproof Visor
135560;341874;;Bulletproof Visor
122644;341892;;Bully
112836;341898;;Bunker
159400;341905;;CAMEL
169384;341905;;CAMEL
169592;341905;;CAMEL
169800;341905;;CAMEL
91048;341911;;Caird
98504;341917;;Callos
126484;341924;;Calm Heart
98088;341935;;Calvey
119764;341942;;Camaraderie
113124;341954;;Camp
119380;341959;;Camp Defender
106228;341973;;Campbell
167288;341982;;Cannon Bunker
167292;341982;;Cannon Bunker
170408;341982;;Cannon Bunker
170412;341982;;Cannon Bunker
166680;341996;;CannonSet1
134020;342007;;Carbon-Coat Leaf
134024;342007;;Carbon-Coat Leaf
139652;342007;;Carbon-Coat Leaf
139656;342007;;Carbon-Coat Leaf
135044;342024;;Carbon-Coat Plate
135048;342024;;Carbon-Coat Plate
140036;342024;;Carbon-Coat Plate
140040;342024;;Carbon-Coat Plate
131460;342042;;Carbon-Coat Steel
131464;342042;;Carbon-Coat Steel
137476;342042;;Carbon-Coat Steel
137480;342042;;Carbon-Coat Steel
106232;342060;;Carpenter
125960;342070;;Cat-like reflexes allow them to consistently dodge//enemy counterattacks.
99044;342144;;Catherine
99052;342144;;Catherine
99056;342144;;Catherine
114916;342154;;Caution
98964;342162;;Cezary
98972;342162;;Cezary
98976;342162;;Cezary
98984;342162;;Cezary
122356;342169;;Challenge Lover
121396;342185;;Chameleon
122360;342195;;Charging into the face of enemy fire creates a rush//of adrenalin that enhances attack power.
122408;342289;;Charging into the face of enemy fire makes them panic,//decreasing attack power.
120868;342370;;Chatty Cathy
97684;342383;;Cherry
97692;342383;;Cherry
97696;342383;;Cherry
97704;342383;;Cherry
96488;342390;;Cheslock
118564;342399;;Child of Nature
101304;342415;;Child_Isara
106092;342427;;Chris
123028;342433;;Chronic Fatigue
118516;342449;;City Kid
98804;342458;;Claudia
98812;342458;;Claudia
98816;342458;;Claudia
98824;342458;;Claudia
119236;342466;;Claustrophobic
98648;342481;;Clement
195888;342489;;Clip Size Up 10
194608;342505;;Clip Size Up 5
194864;342520;;Clip Size Up 6
195120;342535;;Clip Size Up 7
195376;342550;;Clip Size Up 8
195632;342565;;Clip Size Up 9
91044;342580;;Coby
91052;342580;;Coby
91056;342580;;Coby
121636;342585;;Cocky
133636;342591;;Coil Spring
133640;342591;;Coil Spring
106032;342603;;Collin
101364;342610;;Combat Suit BD-1
101844;342627;;Combat Suit BD-10
101460;342645;;Combat Suit BD-2
101508;342662;;Combat Suit BD-3
101556;342679;;Combat Suit BD-4
101604;342696;;Combat Suit BD-5
103476;342696;;Combat Suit BD-5
101652;342713;;Combat Suit BD-6
101700;342730;;Combat Suit BD-7
101748;342747;;Combat Suit BD-8
101796;342764;;Combat Suit BD-9
101892;342781;;Combat Suit BD-F
115012;342798;;Concentrate Fire
123796;342815;;Concentration
120344;342829;;Confidence that they can best any engineer grants//a boost in attack abilities.
120248;342909;;Confidence that they can best any lancer grants//a boost in attack abilities.
120056;342987;;Confidence that they can best any scout grants//a boost in attack abilities.
120152;343064;;Confidence that they can best any shocktrooper//grants a boost in attack abilities.
120440;343148;;Confidence that they can best any sniper grants//a boost in attack abilities.
93524;343226;;Cordelia
93532;343226;;Cordelia
93536;343226;;Cordelia
93540;343226;;Cordelia
93544;343226;;Cordelia
97608;343235;;Coren
118372;343241;;Country Bred
91064;343254;;Covey
119908;343260;;Coward
119192;343267;;Cozy places like trenches seem calming, and give//a boost in attack power.
95372;343342;;Cpt. Geld
95376;343342;;Cpt. Geld
95380;343342;;Cpt. Geld
77612;343352;;Cpt. Nonnenkof
77616;343352;;Cpt. Nonnenkof
93212;343367;;Cpt. Varrot
93216;343367;;Cpt. Varrot
93220;343367;;Cpt. Varrot
93372;343367;;Cpt. Varrot
93376;343367;;Cpt. Varrot
93380;343367;;Cpt. Varrot
93452;343367;;Cpt. Varrot
93456;343367;;Cpt. Varrot
93460;343367;;Cpt. Varrot
128948;343379;;Critical Def
126244;343392;;Critical Shot
121496;343406;;Crouching down puts them in full-on guard mode, leading//to improved defensive abilities.
94088;343496;;Czherny
94168;343496;;Czherny
91528;343504;;Daerden
91764;343512;;Dallas
91772;343512;;Dallas
91776;343512;;Dallas
106240;343519;;Dalton
106236;343526;;Daly
115492;343531;;Damage Boost
123940;343531;;Damage Boost
125480;343544;;Damage taken from enemy counterattacks is lessened a set//percentage of the time.
123608;343626;;Damage taken from enemy interception fire is lessened.
113796;343681;;Damaged Plating
106036;343697;;Dan
120724;343701;;Darcsen Bond
94884;343714;;Darcsen Boy
94892;343714;;Darcsen Boy
94896;343714;;Darcsen Boy
94900;343714;;Darcsen Boy
120772;343726;;Darcsen Hater
94804;343740;;Darcsen Old Man
94812;343740;;Darcsen Old Man
94816;343740;;Darcsen Old Man
94820;343740;;Darcsen Old Man
127060;343756;;Darcsen Pride
119956;343770;;Daredevil
125044;343780;;Dbl. Tank Damage
120680;343797;;Deathly afraid of pointed objects, being around lancers'//weapons makes them hyperventilate, steadily losing HP.
115876;343910;;Defense Boost
125284;343910;;Defense Boost
124856;343924;;Defense receives a boost when they enter the range//of enemy interception fire.
123272;344004;;Defenses are strengthened when in hiding.
125576;344046;;Defensive abilities are greatly boosted a set//percentage of the time.
125720;344117;;Defensive abilities are greatly enhanced on a//permanent basis.
123656;344181;;Defensive instincts kick in, offering a chance to avoid//any critical damage from enemy counterattacks.
115588;344285;;Demolition Boost
125428;344302;;Demolition Man
106040;344317;;Dennis
118948;344324;;Desert Allergy
118900;344339;;Desert Bred
113364;344351;;Destructible Camp
106244;344369;;Donovan
96724;344377;;Dorothy
96732;344377;;Dorothy
96736;344377;;Dorothy
96744;344377;;Dorothy
125764;344385;;Double Action
124612;344399;;Double Attack
134148;344413;;Double Coil
134152;344413;;Double Coil
123844;344425;;Double Movement
94644;344441;;Drill Instructor
94652;344441;;Drill Instructor
94656;344441;;Drill Instructor
94660;344441;;Drill Instructor
133504;344458;;Drive System 1
139392;344458;;Drive System 1
133632;344473;;Drive System 2
139520;344473;;Drive System 2
133760;344488;;Drive System 3
139648;344488;;Drive System 3
133888;344503;;Drive System 4
134016;344518;;Drive System 5
134144;344533;;Drive System 6
134272;344548;;Drive System 7
134400;344563;;Drive System 8
152952;344578;;Dromedarius A
159384;344578;;Dromedarius A
159388;344578;;Dromedarius A
153304;344592;;Dromedarius A Turret
169580;344592;;Dromedarius A Turret
153656;344613;;Dromedarius B
169368;344613;;Dromedarius B
169372;344613;;Dromedarius B
154008;344627;;Dromedarius B Turret
169788;344627;;Dromedarius B Turret
123700;344648;;Dud Mine
124468;344648;;Dud Mine
97368;344657;;Dufour
94264;344664;;EV_7th_corpsman
101224;344680;;EV_Alicia_Dirt
92584;344695;;EV_Alicia_Patient
92504;344713;;EV_Alicia_Swim
95304;344728;;EV_Berthold
94984;344740;;EV_Blul_child
92904;344754;;EV_Brigitte_Swim
94904;344771;;EV_Dalks_child
94824;344786;;EV_Dalks_old_male
93224;344804;;EV_Eleanor
93464;344815;;EV_Eleanor_Businesssuit
93384;344839;;EV_Eleanor_Fulldress
95464;344860;;EV_Empire_officer
95784;344878;;EV_Empire_scout_B
95624;344896;;EV_Empire_scout_W
95704;344914;;EV_Empire_storm_B
95544;344932;;EV_Empire_storm_W
93064;344950;;EV_Faldio
93144;344960;;EV_Faldio_Fulldress
95864;344980;;EV_Federal_ambassador
94584;345002;;EV_Garia_volunteer_army_officer
95384;345034;;EV_Geld
93864;345042;;EV_Georg
94344;345051;;EV_Hans
94424;345059;;EV_HansNoribon
94664;345074;;EV_Instructor
92984;345088;;EV_Irene
92664;345097;;EV_Isara
92744;345106;;EV_Isara_Cloths
92824;345122;;EV_Isara_Swim
94104;345136;;EV_Kreis
94184;345145;;EV_Kreis_Mechanic
94504;345163;;EV_Lion
93624;345171;;EV_Martha
93704;345181;;EV_Martha_baby
93304;345196;;EV_Martha_gives_birth
94744;345218;;EV_Master
93784;345228;;EV_Maurits
95064;345239;;EV_Maximilian
95144;345253;;EV_Maximilian_helmet
95224;345274;;EV_Radi
92344;345282;;EV_Welkin_Fulldress
92424;345302;;EV_Welkin_Swim
93944;345317;;EV_Zaka
94024;345325;;EV_Zaka_prisoner
90184;345342;;E_Assault
99544;345352;;E_Assault_Ace0
99864;345367;;E_Assault_Ace10
99624;345383;;E_Assault_Ace2
99704;345398;;E_Assault_Ace4
99784;345413;;E_Assault_Ace7
91944;345428;;E_Assault_t
154388;345440;;E_DTankAce
155092;345451;;E_HeavyTankAce
155444;345466;;E_HeavyTankAce_Burret
90024;345488;;E_Lancer
92024;345497;;E_Lancer_t
154740;345508;;E_MATankAce
82520;345520;;E_Maximillen
100984;345520;;E_Maximillen
89944;345533;;E_Scout
99144;345541;;E_Scout_Ace0
99464;345554;;E_Scout_Ace10
99224;345568;;E_Scout_Ace2
99304;345581;;E_Scout_Ace4
99384;345594;;E_Scout_Ace7
91864;345607;;E_Scout_t
92104;345617;;E_Selberia
92184;345628;;E_Selberia_Val1
92264;345644;;E_Selberia_Val2
90584;345660;;E_Sniper
99944;345669;;E_Sniper_Ace0
100264;345683;;E_Sniper_Ace10
100024;345698;;E_Sniper_Ace2
100104;345712;;E_Sniper_Ace4
100184;345726;;E_Sniper_Ace7
90104;345740;;E_Supporter
126340;345752;;Eagle Eye
106044;345762;;Eddy
129412;345767;;Edelweiss
129416;345767;;Edelweiss
157508;345767;;Edelweiss
157516;345767;;Edelweiss
172072;345767;;Edelweiss
172076;345767;;Edelweiss
172280;345767;;Edelweiss
172284;345767;;Edelweiss
106248;345777;;Edgar
96584;345783;;Edie
96564;345788;;Edy
96572;345788;;Edy
96576;345788;;Edy
93204;345792;;Eleanor
93364;345792;;Eleanor
93444;345792;;Eleanor
92968;345800;;Ellet
106252;345806;;Ellington
91604;345816;;Elysse
91612;345816;;Elysse
91616;345816;;Elysse
91204;345823;;Emile
91212;345823;;Emile
91216;345823;;Emile
91224;345823;;Emile
103828;345829;;Empire0
105028;345837;;Empire100
105076;345847;;EmpireTGS
125816;345857;;Enemy attacks occasionally deal no damage.
124184;345900;;Enemy units in hiding can be spotted from the same//distance as a scout.
121588;345973;;Energetic
90084;345983;;Engineer
90092;345983;;Engineer
90404;345983;;Engineer
90412;345983;;Engineer
100812;345983;;Engineer
109912;345983;;Engineer
112040;345983;;Engineer
90096;345992;;Engineer Elite
90416;345992;;Engineer Elite
109916;345992;;Engineer Elite
112044;345992;;Engineer Elite
120388;346007;;Engineer Hater
120340;346022;;Engineer Killer
176948;346038;;Engineer's Tool
177716;346038;;Engineer's Tool
140928;346054;;Enhanced Block Pin
140932;346054;;Enhanced Block Pin
140936;346054;;Enhanced Block Pin
130180;346073;;Enhanced Gun
130184;346073;;Enhanced Gun
136964;346073;;Enhanced Gun
136968;346073;;Enhanced Gun
201776;346086;;Enhanced Mortar 10
200496;346105;;Enhanced Mortar 5
200752;346123;;Enhanced Mortar 6
201008;346141;;Enhanced Mortar 7
201264;346159;;Enhanced Mortar 8
201520;346177;;Enhanced Mortar 9
129012;346195;;Equipment
165624;346205;;Equus
165628;346205;;Equus
106048;346211;;Eric
91624;346216;;Erisis
226612;346223;;Erma T1
226868;346223;;Erma T1
97624;346231;;Eunow
117032;346237;;Evacuates one fallen ally.
114820;346264;;Evade Boost
97528;346276;;Evans
123220;346282;;Evasion Boost
123752;346296;;Evasion skills are greatly enhanced, on a permanent//basis.
123560;346356;;Evasion skills have a chance of being greatly enhanced.
120776;346412;;Even just being around Darcsens makes them nauseous,//leading to a decrease in defense.
136320;346500;;Expand Capacity 1
140672;346500;;Expand Capacity 1
136448;346518;;Expand Capacity 2
140800;346518;;Expand Capacity 2
136576;346536;;Expand Capacity 3
112404;346554;;Explosive
116164;346564;;Explosives Boost
130948;346581;;Extended Barrel
130952;346581;;Extended Barrel
136324;346597;;Extra Magazine
136328;346597;;Extra Magazine
140676;346597;;Extra Magazine
140680;346597;;Extra Magazine
124948;346612;;Extra Shot
126100;346612;;Extra Shot
254260;346623;;FF-1
202036;346628;;FF-2
202292;346633;;FF-3
202548;346638;;FF-4
202804;346643;;FF-5
203060;346648;;FF-6
203316;346653;;FF-7
203572;346658;;FF-8
106260;346663;;Falcon
90804;346670;;Faldio
90812;346670;;Faldio
90816;346670;;Faldio
90824;346670;;Faldio
93044;346670;;Faldio
93052;346670;;Faldio
93056;346670;;Faldio
93060;346670;;Faldio
93124;346670;;Faldio
93132;346670;;Faldio
93136;346670;;Faldio
93140;346670;;Faldio
100804;346677;;False Engineer
86312;346692;;False Lancer
100724;346692;;False Lancer
84680;346705;;False Scout
100644;346705;;False Scout
85768;346717;;False Sniper
100884;346717;;False Sniper
85224;346730;;False Trooper
100564;346730;;False Trooper
119572;346744;;Fancies Men
119668;346756;;Fancies Women
121828;346770;;Fatalist
124228;346779;;Fearless Will
100580;346793;;Federation Grunt
112644;346810;;Fence
112692;346810;;Fence
122792;346816;;Fickle to the core, they sometimes don't feel like doing//anything, even when commanded.
138624;346905;;Firepower Boost 1
176432;346905;;Firepower Boost 1
197936;346905;;Firepower Boost 1
202032;346905;;Firepower Boost 1
182320;346923;;Firepower Boost 10
188464;346923;;Firepower Boost 10
192560;346923;;Firepower Boost 10
200240;346923;;Firepower Boost 10
138752;346942;;Firepower Boost 2
186416;346942;;Firepower Boost 2
198192;346942;;Firepower Boost 2
202288;346942;;Firepower Boost 2
186672;346960;;Firepower Boost 3
198448;346960;;Firepower Boost 3
202544;346960;;Firepower Boost 3
180784;346978;;Firepower Boost 4
186928;346978;;Firepower Boost 4
191024;346978;;Firepower Boost 4
198704;346978;;Firepower Boost 4
202800;346978;;Firepower Boost 4
181040;346996;;Firepower Boost 5
187184;346996;;Firepower Boost 5
191280;346996;;Firepower Boost 5
198960;346996;;Firepower Boost 5
203056;346996;;Firepower Boost 5
181296;347014;;Firepower Boost 6
187440;347014;;Firepower Boost 6
191536;347014;;Firepower Boost 6
199216;347014;;Firepower Boost 6
203312;347014;;Firepower Boost 6
181552;347032;;Firepower Boost 7
187696;347032;;Firepower Boost 7
191792;347032;;Firepower Boost 7
199472;347032;;Firepower Boost 7
203568;347032;;Firepower Boost 7
181808;347050;;Firepower Boost 8
187952;347050;;Firepower Boost 8
192048;347050;;Firepower Boost 8
199728;347050;;Firepower Boost 8
182064;347068;;Firepower Boost 9
188208;347068;;Firepower Boost 9
192304;347068;;Firepower Boost 9
199984;347068;;Firepower Boost 9
141056;347086;;Firing Calculator
141060;347086;;Firing Calculator
141064;347086;;Firing Calculator
141184;347086;;Firing Calculator
141188;347086;;Firing Calculator
141192;347086;;Firing Calculator
125864;347104;;Firing accuracy is boosted a set percentage//of the time.
