8564;41889;;Drill Instructor;;Drill Instructor
8584;41906;;During EWI, he fought on the front lines;;During EWI, he fought on the front lines
3432;41947;;During EWI, she and Largo were posted to;;During EWI, she and Largo were posted to
17228;41988;;EWI, his skill at trench warfare earned;;EWI, his skill at trench warfare earned
15044;42028;;Edy;;Edy
26708;42032;;Elysse;;Elysse
30596;42039;;Emile;;Emile
33264;42045;;Empire died along with him, swallowed in;;Empire died along with him, swallowed in
5592;42086;;Entrusted with outfitting the Shamrock,;;Entrusted with outfitting the Shamrock,
34560;42126;;Equus, an Imperial armored train, into a;;Equus, an Imperial armored train, into a
32344;42167;;Ever since an ammo shortage left her to;;Ever since an ammo shortage left her to
10744;42207;;Every bit Welkin's daughter, she's loved;;Every bit Welkin's daughter, she's loved
2948;42248;;Faldio;;Faldio
7320;42255;;Faldio was among the chain of up-and-;;Faldio was among the chain of up-and-
35356;42293;;Federation's Foreign Ministry, age 45.;;Federation's Foreign Ministry, age 45.
30200;42332;;Feeling a strong calling to help others,;;Feeling a strong calling to help others,
25440;42373;;Few know her svelte form is capable of;;Few know her svelte form is capable of
34100;42412;;Fhirald would be restored its autonomy.;;Fhirald would be restored its autonomy.
16376;42452;;Following her dream, she began a jewelry;;Following her dream, she began a jewelry
31928;42493;;Following in her father's footsteps, she;;Following in her father's footsteps, she
4252;42534;;Formerly a bartender and songstress, she;;Formerly a bartender and songstress, she
28012;42575;;Fouzen ironworks until the incursion of;;Fouzen ironworks until the incursion of
34556;42615;;Fouzen saw the Gallian militia drop the;;Fouzen saw the Gallian militia drop the
10292;42655;;Frederic Klein;;Frederic Klein
3452;42670;;Frederick, drove her to remain in the;;Frederick, drove her to remain in the
34088;42708;;Freed by Maximilian, he agreed to lend;;Freed by Maximilian, he agreed to lend
21524;42747;;Freesia;;Freesia
19384;42755;;Fully embracing the creed that time is;;Fully embracing the creed that time is
6420;42794;;Gallia and scion of the Valkyrur.;;Gallia and scion of the Valkyrur.
33200;42828;;Gallia.;;Gallia.
3396;42836;;Gallian military. Age 35, unmarried.;;Gallian military. Age 35, unmarried.
34124;42873;;Gallian militia breached his defenses at;;Gallian militia breached his defenses at
10296;42914;;Gallian militiaman and lover to Eleanor;;Gallian militiaman and lover to Eleanor
7268;42954;;Gen. Damon;;Gen. Damon
34484;42965;;Gen. Gregor;;Gen. Gregor
34052;42977;;Gen. Jaeger;;Gen. Jaeger
33192;42989;;General, age 29. Imperial prince and;;General, age 29. Imperial prince and
7272;43026;;General, age 54. Born into a family with;;General, age 54. Born into a family with
26728;43067;;Generally laid-back, it often takes her;;Generally laid-back, it often takes her
7340;43107;;Ghirlandaio, Damon fell victim to the;;Ghirlandaio, Damon fell victim to the
26744;43145;;Granted a post in Princess Cordelia's;;Granted a post in Princess Cordelia's
9036;43183;;Gunther's uncanny leadership and stepped;;Gunther's uncanny leadership and stepped
12884;43224;;Hannes;;Hannes
5972;43231;;Hans;;Hans
12904;43236;;Having grown up self-sufficient, he is;;Having grown up self-sufficient, he is
21544;43275;;Having lost her parents at an early age,;;Having lost her parents at an early age,
6000;43316;;He also appears to be intelligent enough;;He also appears to be intelligent enough
9016;43357;;He bears a striking similarity to Roald;;He bears a striking similarity to Roald
25016;43397;;He began Gallia's first major shipping;;He began Gallia's first major shipping
17672;43436;;He began work as an action star, but one;;He began work as an action star, but one
9896;43477;;He continued to innovate after the war's;;He continued to innovate after the war's
34120;43518;;He disappeared into the flames after the;;He disappeared into the flames after the
18520;43559;;He dreams of becoming a full-time clown;;He dreams of becoming a full-time clown
3864;43599;;He enlisted at the same time as Eleanor;;He enlisted at the same time as Eleanor
19392;43639;;He has bulked up fast as a result of all;;He has bulked up fast as a result of all
1704;43680;;He is peaceful by nature. He will not,;;He is peaceful by nature. He will not,
9464;43719;;He left the military to return to Bruhl;;He left the military to return to Bruhl
13784;43759;;He left the militia for parts unknown on;;He left the militia for parts unknown on
28472;43800;;He remained in the militia, ignoring the;;He remained in the militia, ignoring the
30632;43841;;He returned to rest in the country while;;He returned to rest in the country while
7288;43882;;He rose to his post as commander thanks;;He rose to his post as commander thanks
11192;43922;;He set out together with his new friends;;He set out together with his new friends
11624;43963;;He took up martial arts to combat his;;He took up martial arts to combat his
31048;44001;;He tries to play the strong big brother;;He tries to play the strong big brother
24980;44041;;Hector;;Hector
25448;44048;;Her brute strength later saw her hired;;Her brute strength later saw her hired
14656;44087;;Her designs, while potent, have all been;;Her designs, while potent, have all been
22408;44128;;Her enlistment was motivated by a strong;;Her enlistment was motivated by a strong
21976;44169;;Her feelings for Welkin once overflowed;;Her feelings for Welkin once overflowed
4280;44209;;Her hobbies include cards, which she;;Her hobbies include cards, which she
14640;44246;;Her squad mates whisper that she keeps a;;Her squad mates whisper that she keeps a
27572;44287;;Herbert;;Herbert
17636;44295;;Hermes;;Hermes
19400;44302;;Hired as a deliveryman due to his fleet;;Hired as a deliveryman due to his fleet
13336;44342;;His excessive, almost obsessive fussing;;His excessive, almost obsessive fussing
9448;44382;;His friendship with Professor Theimer;;His friendship with Professor Theimer
33240;44420;;His habit of carrying a knife for self-;;His habit of carrying a knife for self-
31480;44460;;His home is a small village in Barious.;;His home is a small village in Barious.
5576;44500;;His insistence on testing everything he;;His insistence on testing everything he
23268;44540;;His little sneezes are just adorable.;;His little sneezes are just adorable.
12488;44578;;His love of tanks kept him in the force;;His love of tanks kept him in the force
19816;44618;;His open interest in Alicia makes him;;His open interest in Alicia makes him
33248;44656;;His private quarters now hold a display;;His private quarters now hold a display
2968;44696;;His secondary and university military;;His secondary and university military
3000;44734;;His strong opinions concerning fashion;;His strong opinions concerning fashion
34952;44773;;His torture of prisoners, including;;His torture of prisoners, including
28436;44809;;Homer;;Homer
28016;44815;;Imperial Darcsen hunters drove him to;;Imperial Darcsen hunters drove him to
3024;44853;;Imperial commander Maximilian in death;;Imperial commander Maximilian in death
33664;44892;;Imperial research facility and used as a;;Imperial research facility and used as a
3016;44933;;In a selfless effort to end the war and;;In a selfless effort to end the war and
2104;44973;;In light of her experience both from the;;In light of her experience both from the
1672;45014;;In secondary military education, he;;In secondary military education, he
2516;45050;;Isara;;Isara
10724;45050;;Isara;;Isara's biological father and a gifted
9864;45056;;Isara's biological father and a gifted;;Isara, behind him.
9908;45095;;Isara, behind him.;;Jaeger during the Fhirald invasion.
34532;45114;;Jaeger during the Fhirald invasion.;;Jane
15908;45150;;Jane;;Jann
23252;45155;;Jann;;Jean Townshend, diplomat in the
35352;45160;;Jean Townshend, diplomat in the;;Juno
21956;45192;;Juno;;Juno returned to school to continue her
21992;45197;;Juno returned to school to continue her;;Just as he finished the last song in his
19832;45237;;Just as he finished the last song in his;;Kankkunen, commander of Gallia's Armored
9020;45278;;Kankkunen, commander of Gallia's Armored;;Karl
28004;45319;;Karl;;Karl's bride. When seeking playmates for
14220;45324;;Karl's bride. When seeking playmates for;;Kevin
11588;45365;;Kevin;;Known for his devotion to his wife, he
18952;45371;;Known for his devotion to his wife, he;;Knute
27140;45410;;Knute;;Kreis
5108;45416;;Kreis;;Kreis has doubled his efforts to become
5184;45422;;Kreis has doubled his efforts to become;;Largo
3812;45462;;Largo;;Largo's heartfelt promise to stand by
3880;45468;;Largo's heartfelt promise to stand by;;Largo's resemblance to her ex-husband
26296;45506;;Largo's resemblance to her ex-husband;;"Leaving only the observation, ""My place"
17240;45544;;"Leaving only the observation, ""My place";;Leon
5540;45584;;Leon;;Leon soon converted Zaka's tank into a
5596;45589;;Leon soon converted Zaka's tank into a;;Lieutenant, age 22. Son of the late EWI
1656;45628;;Lieutenant, age 22. Son of the late EWI;;Lieutenant, age 23. Tank commander and
2952;45668;;Lieutenant, age 23. Tank commander and;;Lynn
14180;45707;;Lynn;;Major General, age 36. Member of the
34056;45712;;Major General, age 36. Member of the;;Major General, age 51. Member of the
34488;45749;;Major General, age 51. Member of the;;Male porcavian, age 1. A special member
5976;45786;;Male porcavian, age 1. A special member;;Marina
31892;45826;;Marina;;Marquis, head of House Borg, and Prime
6840;45833;;Marquis, head of House Borg, and Prime;;Martha
7700;45872;;Martha;;Martha's Baby
8132;45879;;Martha's Baby;;Martha's husband, a landscaper, planted
8168;45893;;Martha's husband, a landscaper, planted;;Martha's son, born inside the Edelweiss
8136;45933;;Martha's son, born inside the Edelweiss;;Maximilian
33188;45973;;Maximilian;;Maximilian's ambitions for dominion over
33256;45984;;Maximilian's ambitions for dominion over;;Medic
32756;46025;;Medic;;Meek to the point of being paralyzed in
28024;46031;;Meek to the point of being paralyzed in;;Meeting a woman of truly noble character
24152;46071;;Meeting a woman of truly noble character;;Melville
18068;46112;;Melville;;Mica
13316;46121;;Mica;;Mina, Gina and Fina, all of whom are
32780;46126;;Mina, Gina and Fina, all of whom are;;Minister of Gallia. Age 68. He currently
6844;46163;;Minister of Gallia. Age 68. He currently;;Montley
19364;46204;;Montley;;Most at home nestled into a snug space,
6024;46212;;Most at home nestled into a snug space,;;Musaad
17204;46252;;Musaad;;Nadine
29732;46259;;Nadine;;Nancy
20228;46266;;Nancy;;National Arsenal developing explosives.
14652;46272;;National Arsenal developing explosives.;;Naturally cursed with terrible luck, she
30184;46312;;Naturally cursed with terrible luck, she;;Nils
23684;46353;;Nils;;Nina
16772;46358;;Nina;;Noce
19796;46363;;Noce;;Often careless, the machines she works
29320;46368;;Often careless, the machines she works;;One encounter with a longhorn stag left
19376;46407;;One encounter with a longhorn stag left;;Oscar
31028;46447;;Oscar;;Out of pure boredom, he once tried to
31484;46453;;Out of pure boredom, he once tried to;;Over the course of the war, he has grown
1720;46491;;Over the course of the war, he has grown;;Over the course of the war, she grew to
15512;46532;;Over the course of the war, she grew to;;PM Borg
6836;46572;;PM Borg;;Pain and misfortune yield blissful joy
28456;46580;;Pain and misfortune yield blissful joy;;People still speak of the time he routed
25000;46619;;People still speak of the time he routed;;Perhaps in an effort to mimic the other
6008;46660;;Perhaps in an effort to mimic the other;;Post-EWII, she took work at the Gallian
14648;46700;;Post-EWII, she took work at the Gallian;;Previously a general for his homeland, 
34072;46740;;Previously a general for his homeland, ;;Prime Minister. His policies since have
6880;46780;;Prime Minister. His policies since have;;Private First Class, age 20. A mechanic
5112;46820;;Private First Class, age 20. A mechanic;;Private First Class, age 20. A member of
5544;46860;;Private First Class, age 20. A member of;;Professor Theimer, she was adopted into
2528;46901;;Professor Theimer, she was adopted into;;Prone to exhaustion, he lacks endurance.
17656;46941;;Prone to exhaustion, he lacks endurance.;;Prone to extreme stage fright, her face
16360;46982;;Prone to extreme stage fright, her face;;Prone to wild mood swings, his self-
24568;47022;;Prone to wild mood swings, his self-;;Quick to develop crushes on the strong
28888;47059;;Quick to develop crushes on the strong;;Ramona
20660;47098;;Ramona;;Ramsey
29300;47105;;Ramsey;;Reminded of her pride and duty as ruler
6472;47112;;Reminded of her pride and duty as ruler;;Reported to be a bright and cheery girl
6440;47152;;Reported to be a bright and cheery girl;;Reprimanded for the unlicensed planting
3848;47192;;Reprimanded for the unlicensed planting;;Rosie
4244;47232;;Rosie;;Rosina
25844;47238;;Rosina;;Royal Guard in light of her successes on
26748;47245;;Royal Guard in light of her successes on;;Rumor has it Kankkunen witnessed Belgen
9032;47286;;Rumor has it Kankkunen witnessed Belgen;;Said to grant opportunities to talented
33208;47326;;Said to grant opportunities to talented;;Salinas
12452;47366;;Salinas;;Selvaria
33620;47374;;Selvaria;;Selvaria enjoyed cooking as a meditative
33672;47383;;Selvaria enjoyed cooking as a meditative;;Sergeant, age 19. Squad 7 scout. While a
2088;47424;;Sergeant, age 19. Squad 7 scout. While a;;Sergeant, age 33. He joined Squad 7 as a
4680;47465;;Sergeant, age 33. He joined Squad 7 as a;;Sergeant, age 36. Squad 7 lancer. Since
3816;47506;;Sergeant, age 36. Squad 7 lancer. Since;;Sergeant, age 48. Chief Drill Instructor
8568;47546;;Sergeant, age 48. Chief Drill Instructor;;She applied to be a trooper on the front
14632;47587;;She applied to be a trooper on the front;;She became the top model for a globally
20696;47628;;She became the top model for a globally;;She enjoys working out when off-duty.
25860;47668;;She enjoys working out when off-duty.;;She has a knack for making friends with
25432;47706;;She has a knack for making friends with;;She is fiercely protective not only of
29752;47746;;She is fiercely protective not only of;;She is now hard at work penning a novel,
29768;47785;;She is now hard at work penning a novel,;;She left Gallia for places unknown on a
22856;47826;;She left Gallia for places unknown on a;;She makes tripping over her own two feet
20248;47866;;She makes tripping over her own two feet;;She paired the fathomless curiosity and
15496;47907;;She paired the fathomless curiosity and;;She returned home where, at only 17, she
22424;47947;;She returned home where, at only 17, she;;She set out to create a firearm that
29328;47988;;She set out to create a firearm that;;She stayed on after the war to train new
15944;48025;;She stayed on after the war to train new;;She took a cushy job at a major weapons
29336;48066;;She took a cushy job at a major weapons;;Shortly after the fall of the citadel at
7336;48106;;Shortly after the fall of the citadel at;;Slender and handsome, he is physically
17648;48147;;Slender and handsome, he is physically;;Squad 7 engineer, age 15. A sensitive
28440;48186;;Squad 7 engineer, age 15. A sensitive;;Squad 7 engineer, age 15. As the product
28872;48224;;Squad 7 engineer, age 15. As the product;;Squad 7 engineer, age 18. Born in an
27576;48265;;Squad 7 engineer, age 18. Born in an;;Squad 7 engineer, age 19. Her life as a
30168;48302;;Squad 7 engineer, age 19. Her life as a;;Squad 7 engineer, age 21. Her love for
29304;48342;;Squad 7 engineer, age 21. Her love for;;Squad 7 engineer, age 23. He worked at a
28008;48381;;Squad 7 engineer, age 23. He worked at a;;Squad 7 engineer, age 25. A Darcsen with
29736;48422;;Squad 7 engineer, age 25. A Darcsen with;;Squad 7 engineer, age 38. An unwavering
27144;48463;;Squad 7 engineer, age 38. An unwavering;;Squad 7 lancer, age 17. After hearing of
25416;48503;;Squad 7 lancer, age 17. After hearing of;;Squad 7 lancer, age 17. She was raised
26712;48544;;Squad 7 lancer, age 17. She was raised;;Squad 7 lancer, age 18. An impoverished
24120;48583;;Squad 7 lancer, age 18. An impoverished;;Squad 7 lancer, age 24. A sort of older
25848;48623;;Squad 7 lancer, age 24. A sort of older;;Squad 7 lancer, age 25. The former head
24984;48663;;Squad 7 lancer, age 25. The former head;;Squad 7 lancer, age 27. Muscles send him
23256;48703;;Squad 7 lancer, age 27. Muscles send him;;Squad 7 lancer, age 29. A denizen of the
23688;48744;;Squad 7 lancer, age 29. A denizen of the;;Squad 7 lancer, age 33. Contrary to his
24552;48785;;Squad 7 lancer, age 33. Contrary to his;;Squad 7 lancer, age 37. She ran a well-
26280;48825;;Squad 7 lancer, age 37. She ran a well-;;Squad 7 medic, age 17. Responsible for
32760;48865;;Squad 7 medic, age 17. Responsible for;;Squad 7 scout, age 15. Her life on the
20232;48904;;Squad 7 scout, age 15. Her life on the;;Squad 7 scout, age 16. As a child of the
19368;48943;;Squad 7 scout, age 16. As a child of the;;Squad 7 scout, age 16. His greatest love
18504;48984;;Squad 7 scout, age 16. His greatest love;;Squad 7 scout, age 16. Trends and pretty
22392;49025;;Squad 7 scout, age 16. Trends and pretty;;Squad 7 scout, age 17. Childhood friend
22824;49066;;Squad 7 scout, age 17. Childhood friend;;"Squad 7 scout, age 18. Called ""Dancer"
21528;49106;;"Squad 7 scout, age 18. Called ""Dancer";;Squad 7 scout, age 18. Formerly a model
20664;49144;;Squad 7 scout, age 18. Formerly a model;;Squad 7 scout, age 19. As the daughter
21096;49184;;Squad 7 scout, age 19. As the daughter;;Squad 7 scout, age 19. Full of more pep
18072;49223;;Squad 7 scout, age 19. Full of more pep;;Squad 7 scout, age 19. Like Alicia, he
19800;49263;;Squad 7 scout, age 19. Like Alicia, he;;Squad 7 scout, age 22. A classmate of
21960;49302;;Squad 7 scout, age 22. A classmate of;;Squad 7 scout, age 25. As a child of the
17640;49340;;Squad 7 scout, age 25. As a child of the;;Squad 7 scout, age 35. Considerate and
18936;49381;;Squad 7 scout, age 35. Considerate and;;Squad 7 scout, age 43. He enlisted upon
17208;49420;;Squad 7 scout, age 43. He enlisted upon;;Squad 7 shocktrooper, age 12. She earned
15480;49460;;Squad 7 shocktrooper, age 12. She earned;;Squad 7 shocktrooper, age 17. As a self-
15048;49501;;Squad 7 shocktrooper, age 17. As a self-;;Squad 7 shocktrooper, age 17. His leap-
11160;49542;;Squad 7 shocktrooper, age 17. His leap-;;Squad 7 shocktrooper, age 17. Together
13752;49582;;Squad 7 shocktrooper, age 17. Together;;Squad 7 shocktrooper, age 18. Her family
16344;49621;;Squad 7 shocktrooper, age 18. Her family;;Squad 7 shocktrooper, age 20. A Darcsen,
14184;49662;;Squad 7 shocktrooper, age 20. A Darcsen,;;Squad 7 shocktrooper, age 24. Handsome
12456;49703;;Squad 7 shocktrooper, age 24. Handsome;;Squad 7 shocktrooper, age 25. Skittish
11592;49742;;Squad 7 shocktrooper, age 25. Skittish;;Squad 7 shocktrooper, age 25. Tinkering
14616;49781;;Squad 7 shocktrooper, age 25. Tinkering;;Squad 7 shocktrooper, age 26. A worrier
13320;49821;;Squad 7 shocktrooper, age 26. A worrier;;Squad 7 shocktrooper, age 27. A florist
15912;49861;;Squad 7 shocktrooper, age 27. A florist;;Squad 7 shocktrooper, age 29. Her belief
16776;49901;;Squad 7 shocktrooper, age 29. Her belief;;Squad 7 shocktrooper, age 31. Born in a
12888;49942;;Squad 7 shocktrooper, age 31. Born in a;;Squad 7 shocktrooper, age 65. A foreman
12024;49982;;Squad 7 shocktrooper, age 65. A foreman;;Squad 7 sniper, age 15. He cut short
30600;50022;;Squad 7 sniper, age 15. He cut short;;Squad 7 sniper, age 15. He enlisted in
31032;50059;;Squad 7 sniper, age 15. He enlisted in;;Squad 7 sniper, age 23. Always looking
31464;50098;;Squad 7 sniper, age 23. Always looking;;Squad 7 sniper, age 24. An aloof beauty,
31896;50137;;Squad 7 sniper, age 24. An aloof beauty,;;Squad 7 sniper, age 35. An EWI veteran,
32328;50178;;Squad 7 sniper, age 35. An EWI veteran,;;Squad 7 survivors report Isara's actions
2588;50218;;Squad 7 survivors report Isara's actions;;Squad 7. While attending university,
1664;50259;;Squad 7. While attending university,;;Stating that there were countless people
32792;50296;;Stating that there were countless people;;Susie
21092;50337;;Susie;;Taking to engineering in her father's
2536;50343;;Taking to engineering in her father's;;Ted
18500;50381;;Ted;;Terrified of thunder and mice, he always
31056;50385;;Terrified of thunder and mice, he always;;The conclusion of the battle to liberate
34552;50426;;The conclusion of the battle to liberate;;The consistent prejudice she faced since
2552;50467;;The consistent prejudice she faced since;;The death of her parents, the former
6424;50508;;The death of her parents, the former;;The heavy armor covering tanks and blast
16792;50545;;The heavy armor covering tanks and blast;;The only two things that can stop this
22848;50586;;The only two things that can stop this;;The owner of a legendary sweet tooth, he
5144;50625;;The owner of a legendary sweet tooth, he;;The set of novel bodybuilding techniques
25884;50666;;The set of novel bodybuilding techniques;;The unusual curls he sports are said to
6888;50707;;The unusual curls he sports are said to;;The war's end saw the reopening of her
26312;50747;;The war's end saw the reopening of her;;Theimer
9860;50786;;Theimer;;Theold
24116;50794;;Theold;;Third Class (according to Alicia).
5988;50801;;Third Class (according to Alicia).;;Though a completely accidental discovery
27608;50836;;Though a completely accidental discovery;;Though a pacifist normally incapable of
21112;50877;;Though a pacifist normally incapable of;;Though born as the crown prince, his
33224;50917;;Though born as the crown prince, his;;Though he has no trouble finding dates,
17660;50954;;Though he has no trouble finding dates,;;Though he trusts his brother implicitly,
30616;50994;;Though he trusts his brother implicitly,;;Though he'd intended to enlist as an
11608;51035;;Though he'd intended to enlist as an;;Though his affable demeanor suggested a
35384;51072;;Though his affable demeanor suggested a;;Though his quick temper and blunt nature
8600;51112;;Though his quick temper and blunt nature;;Though news of Alicia's marriage struck
28904;51153;;Though news of Alicia's marriage struck;;Though porcavians are widely thought to
6040;51193;;Though porcavians are widely thought to;;Though proud, she lacks coping skills.
15060;51233;;Though proud, she lacks coping skills.;;Though small for a porcavian, he boasts
5992;51272;;Though small for a porcavian, he boasts;;Though the operation cost her her life,
2584;51312;;Though the operation cost her her life,;;Though the owner of an uncommon talent
9880;51352;;Though the owner of an uncommon talent;;Though the success of his grandfather as
7304;51391;;Though the success of his grandfather as;;Though unaccustomed to firearms, Karl's
14200;51432;;Though unaccustomed to firearms, Karl's;;Through her interaction with and sudden
4312;51472;;Through her interaction with and sudden;;Through his work on various vehicles, he
