2572;10392;86;;The other squads are on patrol.&Stay sharp, and be ready to help take back the bridge.;Les autres escadrons sont en patrouille. Restez affut< et&soyez pr$t = aider = reprendre le pont.
2588;10484;51;;I'm counting on all of you out there.&Now move out!;Je compte sur chacun d'entre vous l=-bas.&Maintenant allez-y !
2604;10540;10;;Hey there!;Hey!
2620;10556;51;;You guys aren't with Squad 7 by any chance are you?;Les gars, vous n'$tes pas avec l'escouade 7 par hasard ?
2636;10612;15;;Yes, that's us.;Oui, c'est nous.
2652;10632;15;;Ha ha... bingo!;Ha ha... bingo !
2668;10652;40;;I've been looking for ya... meaning you!;J'<tais = sa recherche... et donc vous!
2684;10700;23;;Hot stuff, on the tank.;Beau gosse, sur le char.
2700;10728;3;;Me?;Moi ?
2716;10736;19;;Um, excuse me. I...;Euh, excusez-moi. J'ai...
2732;10760;50;;That must make you Lieutenant Gunther, am I right?;Cela doit faire de toi le Lieutenant Gunther, ai-je raison?
2748;10816;24;;Um, yeah. Yes that's me.;Euh, oui. Oui c'est moi.
2764;10848;13;;Upsy daisy...;et hop...
2780;10868;25;;Wha--?! Hey, you can't...;quo--? ! H<, vous ne pouvez pas...
2796;10900;21;;Nice to meet you too.;Ravi de vous rencontrer aussi.
2812;10928;37;;Now let's get right to the questions.;Maintenant passons directement aux questions.
2828;10972;100;;So you're the son of the great General Gunther, huh?&You look awfully young. How old are you anyway?;Donc, tu es le fils du grand G<n<ral Gunther, hein? Tu&semble terriblement jeune. Quel age as-tu en fait?
2844;11080;104;;Must be your first war, huh? What's been the hardest&experience so far? Wait, happiest? No, uh funniest?;C'est ta premi>re guerre, hein? Quelle fut l'exp<rience la&plus dur? Attends, la plus heureuse? Non, euh plus drole?
2860;11192;78;;I'd also like to know hobbies, favorite foods...&what you do on your days off.;Je voudrais <galement connaitre loisirs, nourritures&pr<f<r<es... ce que vous faites sur vos jours de cong<.
2876;11276;34;;Hey, lady! &This is a combat zone!;H<, Madame ! Il s'agit d'une zone de combat !
2892;11316;47;;Excuse me, but what are you doing here, anyway?;Excusez-moi,&mais qu'est-ce que vous faites ici, de toute facon?
2908;11368;29;;Hey give me a break will you!;Hey laissez moi respirer voulez vous!
2924;11404;44;;Scoops are near danger, and I'm near scoops!;Les scoops sont pr>s du danger, et je suis pr>s des scoops!
2940;11456;67;;That's right. The name's Ellet,&I'm GBS Radio's top woman reporter.;C'est vrai. Mon nom est Ellet,&je suis la top journaliste de GBS radio
2956;11528;51;;I smell a story, a good story, and you guys are it!;Je sens une histoire, une bonne histoire&et vous les gars en faites partie !
2972;11584;28;;So you... you're a reporter.;Alors vous... vous $tes une journaliste.
2988;11620;96;;Very good. I'm a reporter, yes. I've been assigned to&Squad 7 to conduct a series of interviews.;Tr>s bien. Je suis un journaliste, oui. J'ai <t< assign<&= l'escouade 7 pour mener une s<rie d'interviews.
3004;11724;10;;Thank you.;Merci.
3020;11740;48;;Now, let's get back to those questions shall we?;Maintenant, revenons = ces questions voulez vous ?
3036;11796;57;;Ugh. Now he's giving interviews?&Who does he think he is?;Pouah. Maintenant il donne des interviews ?&Qui croit-il qu'il est ?
3052;11860;71;;Ooh, look at him, son of some big hero.&Please! He's still a schoolboy!;Ooh, regarde-le, fils d'un grand h<ros. S<rieux!&C'est encore un <colier !
3068;11936;13;;No kidding...;Sans blague...
3084;11956;61;;One little win and he's the new grand duke.&Ugh, I hate kids.;Une petite victoire et c'est le nouveau grand-duc.&Pouah, je d<teste les enfants.
3100;12024;39;;Eh, whatever. &He'll learn soon enough.;Eh, quoi que.&Il l'apprendra bien assez bientot.
3116;12068;69;;Only one thing matters out there in the field,&and that's experience.;Seule une chose importe l=-bas sur le terrain,&et c'est l'exp<rience.
